CODCLI;VENDAS;DATA
1872;1017,9;07/01/2016
1872;406,8;07/01/2016
1863;806,8;07/01/2016
410;2980;10/12/2015
968;1335,96;14/12/2015
1576;201,5;21/12/2015
2793;1120,53;21/12/2015
2764;172,5;05/01/2016
1114;9;05/01/2016
1870;402,64;06/01/2016
2482;1197,32;07/01/2016
1179;435,879;11/01/2016
1179;153,9;11/01/2016
1576;213,2;14/12/2015
179;759;23/12/2015
179;769;09/12/2015
2469;189,74;07/01/2016
1863;745,52;22/12/2015
410;159,8;23/12/2015
12;420;23/12/2015
968;879,01;11/01/2016
1054;1232,75;11/01/2016
10;2495,13;11/01/2016
1627;444,85;11/01/2016
423;198,39;17/12/2015
1033;303,7;16/12/2015
1816;1100;16/12/2015
431;675;23/12/2015
1167;375,277;11/01/2016
429;542,32;11/01/2016
2469;512,2;11/01/2016
137;461,38;11/12/2015
611;266,26;19/01/2016
2106;272,5;03/02/2016
15;588,714;19/01/2016
238;600;22/01/2016
50;222;25/01/2016
1453;140,85;25/01/2016
1962;416,8;26/01/2016
765;595,6;26/01/2016
2501;416,1;12/01/2016
2469;32,5;19/01/2016
2251;334,6;19/01/2016
137;246,6;28/01/2016
685;510;19/01/2016
123;1425,03;27/01/2016
1481;374,02;26/01/2016
1816;2088,26;26/01/2016
1816;1320;26/01/2016
963;312,52;13/01/2016
1752;159,5;27/01/2016
2469;680,17;01/02/2016
2106;316,5;15/01/2016
2174;151,6;20/01/2016
1033;165,7;27/01/2016
434;891,2;27/01/2016
1114;245,6;27/01/2016
429;750,77;27/01/2016
294;1947,53;20/01/2016
2221;285,31;04/02/2016
1816;849;04/02/2016
824;365,055;13/01/2016
434;1112,7;20/01/2016
1546;52;27/01/2016
2932;1260;27/01/2016
112;885;28/01/2016
672;361,939;28/01/2016
137;607,58;13/01/2016
39;485;21/01/2016
2763;377,173;02/02/2016
17;1302,582;10/02/2016
2174;216;10/02/2016
294;738,2;10/02/2016
24;2432;12/01/2016
1447;514;22/01/2016
2469;373,99;28/01/2016
3003;459,84;29/01/2016
708;285,473;12/01/2016
2509;150;26/01/2016
12;590;28/01/2016
1171;352;08/02/2016
25;1038,58;09/02/2016
434;920,1;10/02/2016
327;912,85;14/01/2016
50;228;18/01/2016
1167;343,729;25/01/2016
1220;851,43;01/02/2016
1631;92,75;01/02/2016
2679;4250;13/01/2016
824;235;15/01/2016
1529;494,09;27/01/2016
1213;275,3;28/01/2016
2816;198,7;05/02/2016
294;1409,25;13/01/2016
423;281,44;14/01/2016
1233;371,05;01/02/2016
1114;397,76;02/02/2016
1576;477,855;02/02/2016
1628;780,1;02/02/2016
1529;382,8;27/01/2016
2482;1451,54;04/02/2016
2482;3504,3;04/02/2016
137;827,074;04/02/2016
387;441,8;04/02/2016
1616;3684,54;05/02/2016
708;352,57;10/02/2016
294;292;12/01/2016
765;413,17;02/02/2016
611;152,1;20/01/2016
2638;1079,3;22/01/2016
1220;1184,91;25/01/2016
429;486,21;01/02/2016
611;214,75;25/01/2016
1114;496,2;26/01/2016
2251;269,4;13/01/2016
2221;158,26;28/01/2016
1576;404,3;28/01/2016
2106;154,55;05/02/2016
1033;346,85;13/01/2016
1114;325,9;15/01/2016
2793;574,6;18/01/2016
1213;414,7;18/01/2016
180;313;19/01/2016
142;204;20/01/2016
195;186;26/01/2016
2174;660,6;26/01/2016
1627;377,73;27/01/2016
684;680,71;25/01/2016
1233;626,971;25/01/2016
122;885;28/01/2016
672;208,862;21/01/2016
294;438;23/01/2016
17;723,72;26/01/2016
10;1175,78;26/01/2016
463;46;27/01/2016
1213;0;20/01/2016
1517;473,38;02/02/2016
2331;1536;02/02/2016
423;232,76;02/02/2016
199;1144,8;02/02/2016
765;490,14;12/01/2016
1872;510,08;22/01/2016
25;853,269;26/01/2016
137;1158,769;04/02/2016
174;1540,8;12/01/2016
410;2900;20/01/2016
2265;3026;27/01/2016
50;590,05;12/01/2016
2174;434,48;12/01/2016
410;367,6;19/01/2016
1631;265,5;26/01/2016
327;607,12;26/01/2016
716;1300;03/02/2016
1872;236;15/01/2016
2183;307,56;18/01/2016
1167;228,131;18/01/2016
1233;349,81;18/01/2016
1631;95,2;28/01/2016
1631;149,3;29/01/2016
799;648,6;21/01/2016
1870;326,61;27/01/2016
1256;392,924;04/02/2016
2469;158,02;04/02/2016
123;724,82;10/02/2016
1962;452,81;10/02/2016
1631;410;10/02/2016
294;392;10/02/2016
17;787,8;13/01/2016
958;555,6;19/01/2016
1863;596;21/01/2016
2085;460,9;02/02/2016
892;593,3;02/02/2016
799;175,8;01/02/2016
541;819;01/02/2016
1462;643,44;21/01/2016
2641;743,35;18/01/2016
1179;571,302;25/01/2016
968;207,45;25/01/2016
434;830;03/02/2016
1870;341,15;03/02/2016
963;271,62;03/02/2016
120;3777,56;12/01/2016
122;1356;12/01/2016
3149;929,9;13/01/2016
1529;362,32;01/02/2016
1213;263,7;20/01/2016
1631;133,95;22/01/2016
1220;224,8;26/01/2016
2501;620;04/02/2016
1962;337,98;04/02/2016
25;2172,29;09/02/2016
1529;299,04;10/02/2016
15;438,157;10/02/2016
1863;230,167;27/01/2016
2764;317,45;27/01/2016
15;460,82;12/01/2016
541;479,2;19/01/2016
1256;276,5;20/01/2016
672;786,757;11/01/2016
1870;386,4;20/01/2016
272;186;28/01/2016
3173;303,2;28/01/2016
410;9434,6;29/01/2016
1816;1325,48;29/01/2016
2816;525,9;20/01/2016
423;247,22;21/01/2016
611;16,96;21/01/2016
2221;253,52;21/01/2016
1616;744,13;21/01/2016
1233;553,631;11/01/2016
17;700,51;13/01/2016
1576;380,51;21/01/2016
3175;653,8;29/01/2016
3175;0;29/01/2016
275;930;15/01/2016
2174;150;15/01/2016
1114;430,4;15/01/2016
2641;1249,43;27/01/2016
1816;1531,24;22/01/2016
1220;188,6;25/01/2016
2793;634,51;25/01/2016
1134;203,23;25/01/2016
2246;153,5;25/01/2016
1816;1020,1;12/01/2016
1480;586,3;18/01/2016
2369;350,9;21/01/2016
1331;695,4;01/02/2016
1576;150;13/01/2016
684;1064,45;13/01/2016
1462;220,85;28/01/2016
1054;199,91;25/01/2016
2469;476,3;25/01/2016
1631;149,3;25/01/2016
2482;160,5;18/01/2016
2174;463,36;02/02/2016
2501;4344,57;12/01/2016
410;1330;22/01/2016
1546;310,8;25/01/2016
824;190;25/01/2016
25;884,36;26/01/2016
17;1019,77;26/01/2016
410;6120,51;19/01/2016
294;1725,02;03/02/2016
431;556,5;03/02/2016
15;354,83;26/01/2016
2447;217,45;22/01/2016
120;170,5;28/01/2016
410;6345,5;04/02/2016
1529;318;04/02/2016
1481;338,99;09/02/2016
179;4685,34;12/01/2016
199;1129;13/01/2016
2174;156;13/01/2016
434;893,97;13/01/2016
1054;902,064;08/02/2016
2331;1024;13/01/2016
137;298,32;13/01/2016
123;205,2;28/01/2016
137;166,658;28/01/2016
423;93;28/01/2016
1616;1722,823;28/01/2016
1576;238,93;19/01/2016
1616;523,5;20/01/2016
1962;207;05/02/2016
1462;332,11;10/02/2016
180;260;13/01/2016
2469;150;29/01/2016
968;1016,1;01/02/2016
3119;287,686;01/02/2016
1481;530,67;11/01/2016
410;2773;21/01/2016
1171;425,303;18/01/2016
1171;150;08/02/2016
1167;469,944;08/02/2016
10;1859,75;09/02/2016
17;1383,725;10/02/2016
25;592,92;16/01/2016
1220;1182,8;18/01/2016
431;714;18/01/2016
1481;466,16;18/01/2016
179;885;28/01/2016
174;1140;28/01/2016
2793;980,285;01/02/2016
2246;153;01/02/2016
1167;279,95;01/02/2016
1054;1274,15;01/02/2016
1628;600;21/01/2016
2221;193,78;28/01/2016
2221;161,99;13/01/2016
123;467,9;01/02/2016
1962;1143,94;01/02/2016
2501;1924,21;01/02/2016
611;291,2;01/02/2016
1962;726;18/01/2016
137;992,489;21/01/2016
799;0;21/01/2016
1863;303,281;22/01/2016
3173;0;28/01/2016
2857;228;04/02/2016
429;669,3;10/02/2016
1054;542,58;18/01/2016
1028;3450;02/02/2016
2857;935,48;03/02/2016
2246;151,9;18/01/2016
1529;534,05;18/01/2016
1631;137;03/02/2016
123;395,09;13/01/2016
1033;225,8;13/01/2016
123;275,3;04/02/2016
1220;758,8;10/02/2016
611;231,55;10/02/2016
50;467,8;10/02/2016
672;694,75;10/02/2016
238;510,09;14/01/2016
2469;677,38;18/01/2016
1226;161,1;03/02/2016
1576;319,55;12/01/2016
1054;480;20/01/2016
294;2073,31;27/01/2016
15;403,33;03/02/2016
123;78;04/02/2016
1872;514,98;05/02/2016
3191;265,55;10/02/2016
1447;453,095;10/02/2016
1529;614,02;11/01/2016
429;594,42;20/01/2016
142;415;20/01/2016
1517;768,912;14/01/2016
765;579,9;19/01/2016
2793;347,591;04/02/2016
1870;343,72;13/01/2016
3149;1505;18/01/2016
2106;465,23;03/02/2016
1863;469,49;04/02/2016
824;180;15/02/2016
410;1660;23/02/2016
410;6398;23/02/2016
1962;919,21;23/02/2016
1576;207;22/02/2016
1529;533,44;22/02/2016
17;787,8;22/02/2016
2469;309,17;22/02/2016
2331;2176;25/02/2016
327;446,95;26/02/2016
1631;150,71;24/02/2016
137;172,6;25/02/2016
123;159,1;25/02/2016
120;320;10/02/2016
2382;16269,01;16/02/2016
672;495,41;25/02/2016
25;446,14;26/02/2016
2332;1125;29/02/2016
1631;99;16/02/2016
1114;883,05;22/02/2016
1220;730,63;01/03/2016
1816;171;24/02/2016
1798;378,41;24/02/2016
1872;358,3;26/02/2016
1517;415,233;26/02/2016
1171;150,5;29/02/2016
684;935,4;01/03/2016
1816;1657,5;01/03/2016
1631;427,04;01/03/2016
3175;415,7;01/03/2016
1529;534,63;01/03/2016
15;387,83;01/03/2016
1627;296,73;01/03/2016
122;320;10/02/2016
429;509,5;22/02/2016
429;625,3;29/02/2016
1870;387,12;02/03/2016
132;1558,8;18/02/2016
1872;331,3;18/02/2016
968;289,1;29/02/2016
2278;150;01/03/2016
1114;168;01/03/2016
1631;140;02/03/2016
123;425,15;18/02/2016
684;292,072;18/02/2016
2482;1231,5;02/03/2016
434;451,56;02/03/2016
611;250,61;16/02/2016
1054;157,718;22/02/2016
2174;235;23/02/2016
2548;276;02/03/2016
2106;653,146;02/03/2016
3213;360;02/03/2016
1631;135;16/02/2016
2174;271,18;16/02/2016
1616;406,6;19/02/2016
10;1778,38;09/03/2016
1872;214;23/02/2016
294;1567,54;09/03/2016
1213;322,1;10/03/2016
1576;312,93;02/03/2016
180;2230,5;02/03/2016
2641;934,65;08/03/2016
137;1609,06;10/03/2016
684;287,731;11/02/2016
2183;325,98;17/02/2016
1517;751,442;17/02/2016
2265;1663;18/02/2016
1816;1368;18/02/2016
120;654;03/03/2016
199;818,05;07/03/2016
1028;31666,6;08/03/2016
137;705,163;17/02/2016
2174;143,12;22/02/2016
1480;1078;22/02/2016
2221;271,36;03/03/2016
120;872;10/03/2016
132;436;10/03/2016
2764;321,23;19/02/2016
3096;194,3;03/03/2016
611;275,13;07/03/2016
238;321,05;15/02/2016
2641;228,08;15/02/2016
1481;295,406;15/02/2016
199;235;16/02/2016
2793;688,27;07/03/2016
3217;699,634;07/03/2016
2246;248,1;15/02/2016
2638;775,8;22/02/2016
17;255,656;22/02/2016
17;1878,843;07/03/2016
1628;680;08/03/2016
150;436;10/03/2016
122;3370,5;18/02/2016
1226;1605,19;19/02/2016
1631;410;19/02/2016
25;837,598;23/02/2016
1114;529,52;07/03/2016
123;328,59;09/03/2016
2469;175;19/02/2016
1481;257,58;07/03/2016
1576;589,275;08/03/2016
1872;610;11/02/2016
15;451,36;23/02/2016
1631;409,75;08/03/2016
2732;409,844;10/03/2016
1134;398,83;15/02/2016
2221;203,9;08/03/2016
1233;298,41;09/03/2016
50;287,1;15/02/2016
958;413,5;07/03/2016
1447;175,79;09/03/2016
123;325,21;09/03/2016
2332;570,107;12/02/2016
137;702,35;12/02/2016
1447;289;18/02/2016
1220;399,45;22/02/2016
3119;573,371;10/03/2016
3224;469,6;10/03/2016
2641;1799,55;15/02/2016
1870;590,9;17/02/2016
1167;565,446;15/02/2016
2447;373,95;15/02/2016
2221;171,496;08/03/2016
1179;348,242;22/02/2016
3181;1660,65;23/02/2016
3175;233,01;11/03/2016
50;217,24;16/02/2016
12;312;03/03/2016
2246;228;07/03/2016
1863;150;09/03/2016
541;259;09/03/2016
1616;360;10/03/2016
1816;3651,8;25/02/2016
132;190;10/02/2016
179;320;10/02/2016
132;320;10/02/2016
25;436,25;23/02/2016
3208;1110,65;26/02/2016
3173;361,15;04/03/2016
120;892,5;18/02/2016
12;1145,7;18/02/2016
1517;225,389;19/02/2016
799;179;22/02/2016
1054;526,383;15/02/2016
541;504;16/02/2016
2246;150,46;29/02/2016
1529;796,8;01/03/2016
2469;456,67;26/02/2016
2793;545;29/02/2016
799;196;29/02/2016
2641;1228,39;29/02/2016
180;125,02;23/02/2016
1816;1368;09/03/2016
10;2173,49;22/02/2016
2221;206,03;23/02/2016
137;700;02/03/2016
137;604,28;02/03/2016
1226;190;11/02/2016
1114;308,6;17/02/2016
434;380,56;17/02/2016
1480;1337,5;17/02/2016
1616;475;23/02/2016
708;153,09;23/02/2016
2501;1861,82;12/02/2016
684;174;15/02/2016
765;483,83;01/03/2016
410;9312,3;01/03/2016
2265;4886,62;01/03/2016
1809;525;01/03/2016
1256;415,244;18/02/2016
2221;232,01;18/02/2016
123;603,35;25/02/2016
541;268,9;01/03/2016
1870;729,675;24/02/2016
434;694,9;24/02/2016
1447;776,26;17/02/2016
423;318,35;18/02/2016
1863;525,06;01/03/2016
294;1803,09;02/03/2016
238;740,1;02/03/2016
1752;208,9;02/03/2016
410;2620;02/03/2016
410;1035;02/03/2016
1114;33;24/02/2016
1481;300,29;25/02/2016
1517;407,7;25/02/2016
2638;149;22/02/2016
294;1229,2;24/02/2016
123;939,8;02/03/2016
1447;750,69;02/03/2016
1033;147,155;02/03/2016
968;620,456;15/02/2016
3003;110,97;29/02/2016
137;303,58;25/02/2016
1054;438,983;29/02/2016
50;179,5;29/02/2016
2793;587,15;22/02/2016
1114;339,7;29/02/2016
1631;145;02/03/2016
1256;221,2;03/03/2016
199;2143,5;03/03/2016
179;654;03/03/2016
423;269,49;03/03/2016
1870;407,84;10/02/2016
1627;384,25;11/02/2016
3175;533,8;19/02/2016
1962;886,15;29/02/2016
1962;232,25;16/02/2016
1872;195,43;03/03/2016
1134;399,486;07/03/2016
1179;150;07/03/2016
1220;990,903;07/03/2016
958;547,81;18/02/2016
824;428,73;23/02/2016
611;204,12;29/02/2016
1576;232,68;16/02/2016
2641;66;16/02/2016
137;240;17/02/2016
1863;480,75;18/02/2016
1616;560,11;04/03/2016
1167;293,258;07/03/2016
1447;1467;07/03/2016
2106;374,774;07/03/2016
2161;4453;12/02/2016
2793;524,5;15/02/2016
1213;668,27;15/02/2016
1054;373,64;22/02/2016
50;327,3;22/02/2016
611;187,25;22/02/2016
2251;267,6;02/03/2016
684;398;03/03/2016
2174;217;03/03/2016
123;435,54;17/02/2016
2161;3400,22;08/03/2016
2331;830;11/02/2016
2482;3557,5;03/03/2016
463;45;03/03/2016
2857;1124,96;03/03/2016
2221;483,959;11/02/2016
1962;795,92;08/03/2016
15;408,31;08/03/2016
1576;437;11/02/2016
199;230,75;11/02/2016
2265;2052,6;11/02/2016
50;263,7;07/03/2016
1054;675,841;07/03/2016
2447;0;15/02/2016
112;840;18/02/2016
2732;343,53;22/02/2016
3003;538,7;26/02/2016
3175;815,8;29/02/2016
1033;150,5;17/02/2016
1233;435,308;02/03/2016
2469;811,87;07/03/2016
1872;1335,25;15/02/2016
1226;96,06;22/02/2016
112;468;03/03/2016
1870;360,48;09/03/2016
434;622;09/03/2016
2548;256,484;12/02/2016
15;423,21;16/02/2016
2482;3656;17/02/2016
1752;180,15;17/02/2016
294;1299,65;17/02/2016
327;361,3;08/03/2016
2469;247,17;11/02/2016
3175;490,9;11/02/2016
2932;1116;11/02/2016
410;1380;14/02/2016
684;172;16/02/2016
238;185,1;18/02/2016
1447;439,71;09/03/2016
459;270;09/03/2016
1033;150,49;09/03/2016
1114;326,4;12/02/2016
17;588,8;09/03/2016
1167;296,351;22/02/2016
684;837,28;22/02/2016
2501;3628,44;25/02/2016
25;474,04;26/02/2016
1872;151;26/02/2016
1816;1036;04/03/2016
3175;812,136;08/03/2016
1816;1560;11/02/2016
1462;282,54;07/03/2016
1167;475;07/03/2016
429;499,468;08/03/2016
25;1688,73;09/03/2016
1631;170,8;09/03/2016
1462;447,74;23/02/2016
1576;233,1;23/02/2016
541;374;23/02/2016
1631;313;08/03/2016
1517;215,061;09/03/2016
672;539,712;09/03/2016
815;226,8;09/03/2016
1529;494,46;09/03/2016
10;0;10/02/2016
429;723,4;15/02/2016
2469;689,11;16/02/2016
2174;358,16;01/03/2016
1816;208;08/03/2016
1453;265,3;24/02/2016
1462;495,12;28/03/2016
1167;565,663;28/03/2016
765;488,78;29/03/2016
1628;458,4;29/03/2016
1962;789,49;16/03/2016
2501;654,3;16/03/2016
2369;397,75;16/03/2016
1453;462,4;23/03/2016
2161;3669,5;15/03/2016
180;584,37;15/03/2016
429;594,68;17/03/2016
1576;525,35;29/03/2016
1752;193,1;22/03/2016
684;1013,011;28/03/2016
1171;232,303;28/03/2016
1627;170,9;28/03/2016
1816;226;18/03/2016
2278;150;18/03/2016
1816;1376,19;30/03/2016
1627;151,8;30/03/2016
824;561,4;30/03/2016
1616;868,23;11/03/2016
2246;211;21/03/2016
958;537,44;29/03/2016
611;238,52;14/03/2016
3173;49,5;15/03/2016
39;875;15/03/2016
410;690;31/03/2016
410;7201;31/03/2016
410;9207,1;31/03/2016
423;264,07;31/03/2016
2857;90;14/03/2016
1631;218,5;21/03/2016
2221;555,5;22/03/2016
1863;631,73;30/03/2016
123;356,121;30/03/2016
434;658,2;30/03/2016
1631;205;01/04/2016
1631;153;01/04/2016
2221;379,89;05/04/2016
1213;727,42;22/03/2016
1256;212,743;22/03/2016
2106;1808,9;22/03/2016
410;2230;22/03/2016
137;650;30/03/2016
1616;559;11/03/2016
1816;4534,91;14/03/2016
1631;223;29/03/2016
2469;845,18;30/03/2016
1220;967,45;04/04/2016
2641;1641,27;06/04/2016
123;102,2;06/04/2016
1816;1368;31/03/2016
120;215,39;01/04/2016
180;58,6;07/04/2016
2548;472,341;16/03/2016
2764;279,9;23/03/2016
434;672,5;23/03/2016
459;415,688;01/04/2016
1144;247,6;04/04/2016
1480;2023;08/04/2016
824;691,008;11/04/2016
1054;506,92;14/03/2016
1134;398,6;21/03/2016
2641;1147,82;21/03/2016
1233;201,465;28/03/2016
1233;372,5;04/04/2016
3175;310;15/03/2016
238;475,83;17/03/2016
1220;683,33;28/03/2016
39;2005,6;08/04/2016
3119;429;08/04/2016
1447;1616,73;08/04/2016
2331;1690;29/03/2016
1628;596;05/04/2016
2331;450;05/04/2016
199;396,1;05/04/2016
294;1341,2;16/03/2016
3175;693,6;22/03/2016
2447;212;22/03/2016
1213;390,35;07/04/2016
2793;609,927;14/03/2016
434;860,2;16/03/2016
275;460;16/03/2016
1872;261,85;17/03/2016
50;439,6;21/03/2016
2246;171,2;11/04/2016
2793;480,48;11/04/2016
2106;233;11/04/2016
1462;251,5;11/04/2016
1171;366,727;11/04/2016
2482;120;17/03/2016
1134;199,339;04/04/2016
410;1743;06/04/2016
2816;73,9;07/04/2016
1028;2035;11/03/2016
1631;193,65;22/03/2016
1870;326,54;06/04/2016
1962;535,93;06/04/2016
1015;150;06/04/2016
1627;182;11/03/2016
1220;489,2;14/03/2016
174;3418,87;07/04/2016
1220;831,468;21/03/2016
122;1555,03;21/03/2016
150;436;21/03/2016
25;531,209;22/03/2016
1481;383,65;05/04/2016
708;252,391;15/03/2016
1481;281,792;21/03/2016
1256;341,785;06/04/2016
137;183,88;07/04/2016
137;340,57;07/04/2016
1167;341,7;11/04/2016
410;7403;13/03/2016
684;175,68;17/03/2016
12;436;21/03/2016
50;315,8;04/04/2016
12;215,39;07/04/2016
968;236,6;14/03/2016
1144;994,25;07/04/2016
3175;374;05/04/2016
1962;210;22/03/2016
684;870,99;04/04/2016
3235;520,6;07/04/2016
1576;252,9;07/04/2016
2265;1123,12;07/04/2016
2469;432,287;14/03/2016
1480;933,4;17/03/2016
423;340,377;17/03/2016
541;916,84;17/03/2016
2793;615,74;04/04/2016
708;308,78;05/04/2016
1033;153,6;06/04/2016
1054;798,038;21/03/2016
1167;218,157;21/03/2016
50;423,6;28/03/2016
199;190;04/04/2016
672;631,32;24/03/2016
799;575,8;28/03/2016
2246;152,35;28/03/2016
684;190,9;14/03/2016
2793;545,58;28/03/2016
1447;551,47;28/03/2016
716;1320;14/03/2016
1233;236,814;15/03/2016
17;306,88;22/03/2016
1631;353,7;24/03/2016
429;391,483;29/03/2016
2932;382;28/03/2016
1054;647,073;28/03/2016
1962;734,005;21/03/2016
429;460,896;21/03/2016
541;587,93;29/03/2016
1481;231,309;29/03/2016
2221;166,269;29/03/2016
2793;572,5;21/03/2016
824;1184;14/03/2016
1028;5952;22/03/2016
1616;723,5;23/03/2016
15;572,93;29/03/2016
1226;1121,17;22/03/2016
2501;462,37;24/03/2016
3217;531,517;24/03/2016
1872;86;30/03/2016
1517;372,052;31/03/2016
262;599,1;31/03/2016
15;397,032;22/03/2016
1033;173,3;22/03/2016
1870;280,2;30/03/2016
25;530,4;31/03/2016
1816;190;11/04/2016
684;170,602;01/04/2016
122;204,68;01/04/2016
429;793,23;04/04/2016
25;2928,17;05/04/2016
2469;711,057;21/03/2016
137;232,8;24/03/2016
3175;462,32;29/03/2016
179;215,39;01/04/2016
2246;201,5;04/04/2016
2482;3365,3;15/03/2016
459;212,181;16/03/2016
1870;766,49;16/03/2016
968;303,5;21/03/2016
1627;253,5;22/03/2016
10;1248,52;04/04/2016
15;525,072;05/04/2016
294;1596,28;06/04/2016
195;186;29/03/2016
1462;289,33;04/04/2016
765;223,84;05/04/2016
1447;1209,35;18/03/2016
1752;165,4;06/04/2016
1447;276;06/04/2016
1171;505;14/03/2016
431;1037,547;16/03/2016
2183;290,3;18/03/2016
1517;1673,3;24/03/2016
2732;437,53;04/04/2016
434;548;06/04/2016
39;2355,5;06/04/2016
39;126;06/04/2016
1631;191,5;17/03/2016
423;235,41;07/04/2016
684;247,971;14/03/2016
1627;152,888;21/03/2016
2469;454,98;07/04/2016
2246;147,03;14/03/2016
272;150,42;16/03/2016
294;1604,2;30/03/2016
2641;316,38;06/04/2016
2482;435,51;07/04/2016
1529;168,75;07/04/2016
1631;24;11/03/2016
199;801;24/03/2016
2816;212;24/03/2016
1054;584,85;04/04/2016
2332;551,371;08/04/2016
3267;205;08/04/2016
2447;159;11/04/2016
1144;556,55;21/03/2016
17;826,7;22/03/2016
132;1091,23;01/04/2016
541;201,5;05/04/2016
1213;307,95;11/04/2016
2174;476,2;15/03/2016
1114;372,48;15/03/2016
1114;148,9;15/03/2016
123;150;16/03/2016
1627;227;07/04/2016
132;911,54;07/04/2016
120;1896,86;07/04/2016
684;880,105;11/04/2016
1171;152,5;11/04/2016
2174;167,67;11/03/2016
1480;2795;11/03/2016
1167;294,582;14/03/2016
50;623,2;14/03/2016
2221;221,51;15/03/2016
1962;770,58;30/03/2016
2447;485,44;30/03/2016
1631;67,5;04/04/2016
1863;523,02;15/03/2016
294;1346,59;23/03/2016
1033;193,3;16/03/2016
199;817;18/03/2016
684;400,979;21/03/2016
17;370,289;05/04/2016
1631;205;06/04/2016
1872;1274,826;11/03/2016
120;436;21/03/2016
1114;306,9;30/03/2016
387;642;30/03/2016
17;785,66;05/04/2016
132;2734,61;21/03/2016
179;436;21/03/2016
10;2526,3;21/03/2016
25;1951,29;22/03/2016
112;215,5;07/04/2016
1481;382,15;14/03/2016
1447;777,3;14/03/2016
15;382,72;15/03/2016
685;801;15/03/2016
2221;112,55;07/04/2016
1631;205;14/03/2016
799;273,8;14/03/2016
765;475,4;15/03/2016
963;454,12;16/03/2016
2332;231,025;18/03/2016
1631;205;11/04/2016
429;767,27;11/04/2016
1220;917,7;11/04/2016
137;613;16/03/2016
1114;188,573;22/03/2016
1233;246,06;22/03/2016
2174;156;22/03/2016
2469;299,8;23/03/2016
1816;3694,3;23/03/2016
462;371;01/04/2016
410;2952;11/04/2016
1481;461,395;11/04/2016
1233;483,26;11/04/2016
1480;1636,6;22/03/2016
1870;326,77;22/03/2016
3003;555,253;23/03/2016
824;613,422;04/04/2016
25;707,975;05/04/2016
892;486;11/04/2016
50;258,5;11/04/2016
1816;576;23/03/2016
132;1223,32;28/03/2016
2857;748,68;30/03/2016
2638;434,6;17/03/2016
1546;342,3;23/03/2016
2482;4370,3;31/03/2016
2482;1139,4;31/03/2016
39;174,5;01/04/2016
1054;493,54;11/04/2016
137;401,8;24/03/2016
1453;365,5;24/03/2016
684;348,687;18/04/2016
1054;599,29;02/05/2016
2469;295,49;02/05/2016
684;476,61;25/04/2016
1179;220,862;25/04/2016
1616;808;15/04/2016
541;311,2;05/05/2016
12;777;18/04/2016
1167;403,567;25/04/2016
1114;344,85;26/04/2016
1627;170;25/04/2016
541;248,8;28/04/2016
25;1223,86;02/05/2016
1144;811,05;02/05/2016
1233;391,91;25/04/2016
3003;166,5;13/04/2016
25;2741,91;19/04/2016
3281;358;26/04/2016
180;199,3;27/04/2016
1033;152,25;27/04/2016
1576;299,2;14/04/2016
1144;604,17;18/04/2016
1028;3645;06/05/2016
1863;543,9;27/04/2016
2278;150;27/04/2016
2793;467,37;25/04/2016
3003;672,35;28/04/2016
2857;274;29/04/2016
429;564,17;02/05/2016
541;549;03/05/2016
1233;430,245;10/05/2016
3288;239;28/04/2016
1872;291,55;15/04/2016
1220;685,05;02/05/2016
799;287,8;02/05/2016
294;1082,2;19/04/2016
1631;225,85;19/04/2016
1798;318,4;28/04/2016
2857;274;29/04/2016
1616;417,636;15/04/2016
2332;410;29/04/2016
1816;782;02/05/2016
684;666,42;02/05/2016
1872;1378,4;05/05/2016
968;929,57;12/04/2016
275;425;02/05/2016
1962;448,39;02/05/2016
1816;990,16;20/04/2016
1631;198,85;29/04/2016
1870;358,3;13/04/2016
824;352,5;14/04/2016
238;350;15/04/2016
2221;171,78;05/05/2016
180;420;05/05/2016
1480;2140;03/05/2016
1447;586,074;03/05/2016
3272;263,8;03/05/2016
3281;303;03/05/2016
1631;233,5;13/04/2016
1816;1131,97;13/04/2016
1870;363,3;19/04/2016
1529;569,99;19/04/2016
1517;1065,737;03/05/2016
1870;559,5;04/05/2016
2246;151,25;25/04/2016
1631;205;04/05/2016
327;954,4;12/04/2016
1447;273,17;19/04/2016
123;279,714;04/05/2016
2763;255,74;04/05/2016
1752;175,85;04/05/2016
434;329,1;04/05/2016
3224;245;12/04/2016
179;1578;04/05/2016
137;327,52;05/05/2016
137;650;14/04/2016
39;510;20/04/2016
410;2664;20/04/2016
2246;154,36;18/04/2016
25;1412,916;19/04/2016
1962;495,38;19/04/2016
3173;247,1;06/05/2016
1213;385,8;09/05/2016
1171;310;09/05/2016
2265;2240,54;13/04/2016
2246;169,81;09/05/2016
2469;979,68;09/05/2016
611;337,48;09/05/2016
1631;240;09/05/2016
50;225;20/04/2016
2085;185;05/05/2016
1631;60;06/05/2016
1213;87,5;13/04/2016
2183;554,14;14/04/2016
2265;2256;25/04/2016
1114;409;10/05/2016
15;386,572;10/05/2016
2482;4056;10/05/2016
2793;577,92;09/05/2016
1256;339,466;09/05/2016
3282;310,96;09/05/2016
1167;183,77;09/05/2016
50;330,5;09/05/2016
1114;330,4;19/04/2016
2764;125,1;19/04/2016
2221;275,65;10/05/2016
120;610;10/05/2016
132;610;10/05/2016
112;305;10/05/2016
2482;77,5;10/05/2016
3272;216,6;12/04/2016
2638;727,4;14/04/2016
123;520,159;20/04/2016
