CODCLI;VENDAS;DATA
5850;980;28/11/2023
497;766,88;28/11/2023
4732;359,8;28/11/2023
5138;213,62;28/11/2023
7193;201;28/11/2023
7957;295,32;28/11/2023
2174;785;28/11/2023
9419;532,4;28/11/2023
593;582;28/11/2023
8920;600;20/10/2023
1631;343,7;20/10/2023
8135;494;20/10/2023
7529;812;08/11/2023
5399;238;20/10/2023
1903;1709,38;20/10/2023
4782;1216,4;08/11/2023
7392;657,23;10/11/2023
5452;1717,4;14/09/2023
1961;2463,46;14/09/2023
1961;527;14/09/2023
6965;1386,91;14/09/2023
5108;2312,71;19/09/2023
1961;375,9;19/09/2023
4782;1075,1;03/10/2023
199;247;03/10/2023
9414;211,3;05/10/2023
8979;300,55;05/10/2023
8988;778,5;05/10/2023
9638;202;05/10/2023
9314;3098,28;06/10/2023
5482;596;01/11/2023
6828;792,5;01/11/2023
3354;255,25;01/11/2023
5890;730,8;01/11/2023
4027;151,9;01/11/2023
4425;897;01/11/2023
3790;160,3;01/11/2023
5684;3754,27;01/11/2023
2482;5312,5;01/11/2023
105;3540,28;15/08/2023
8505;2956,65;15/08/2023
4668;163,7;15/08/2023
1576;141,45;15/08/2023
1616;724,44;15/08/2023
9414;153,1;15/08/2023
2388;166,9;15/08/2023
652;398,7;15/08/2023
9024;1877,14;15/08/2023
6722;726,4;06/09/2023
9553;311,5;06/09/2023
5737;156,87;06/09/2023
5180;1518,77;06/09/2023
5240;413,04;11/09/2023
7373;597,89;11/09/2023
12;1953,35;11/09/2023
5108;2524,84;11/09/2023
238;1500;03/10/2023
6543;1146;03/10/2023
17;238,8;03/10/2023
8596;446,8;03/10/2023
6457;3519,17;03/10/2023
593;2301;03/10/2023
4240;467,7;03/10/2023
5240;210,1;03/10/2023
5966;928,9;27/10/2023
802;180;27/10/2023
5933;1909,86;27/10/2023
3772;252,2;27/10/2023
4679;576,45;27/10/2023
8864;942,5;27/10/2023
8613;187,74;27/10/2023
3241;8731,35;27/10/2023
4208;795;27/10/2023
9478;1310,34;22/08/2023
8925;1693,72;22/08/2023
9076;2639,61;11/10/2023
5962;636;11/10/2023
8787;694,09;13/10/2023
88;270;11/10/2023
5737;200,5;15/09/2023
739;334,71;25/09/2023
1961;2146,8;21/09/2023
7366;875;21/09/2023
7648;1637,26;21/09/2023
1480;10110,64;21/09/2023
1220;845,86;25/09/2023
1752;173,1;25/09/2023
9459;235;30/10/2023
7407;216,3;30/10/2023
5976;809,44;30/10/2023
1490;501,28;30/10/2023
4724;201,1;30/10/2023
9359;449,45;30/10/2023
9715;411,25;30/10/2023
3003;324,35;30/10/2023
4027;794,65;30/10/2023
9459;187;24/11/2023
9811;1125,06;24/11/2023
9355;1413,6;24/11/2023
4051;384;24/11/2023
5480;828,72;24/11/2023
7483;191,9;27/11/2023
5888;572,4;27/11/2023
1481;1291,8;27/11/2023
947;218,5;17/08/2023
4803;0;17/08/2023
8018;184,8;18/08/2023
8757;3612;18/08/2023
5959;834,85;18/08/2023
5737;412,85;18/08/2023
6945;535;21/09/2023
799;0;21/09/2023
7193;324,1;22/09/2023
3404;473,3;22/09/2023
1134;211;22/09/2023
796;168;22/09/2023
9315;1029,1;22/09/2023
8997;150;06/11/2023
7302;296,1;06/11/2023
9713;339,5;07/11/2023
6722;1265,6;07/11/2023
2893;249,3;07/11/2023
8596;490,08;07/11/2023
2265;2050;28/11/2023
8323;1057,55;28/11/2023
2106;1870,8;30/11/2023
947;1000,39;28/11/2023
741;4015,01;28/11/2023
9791;167,5;30/11/2023
9811;810;01/12/2023
741;1096;01/12/2023
2975;472,65;22/08/2023
112;305;23/08/2023
2106;3920,4;23/08/2023
7351;1180;23/08/2023
741;1680;23/08/2023
739;1960;23/08/2023
5535;625;23/08/2023
8051;2548;23/08/2023
8135;1692,05;23/08/2023
7566;856,9;19/09/2023
9494;304,46;19/09/2023
7056;170;19/09/2023
9267;192,5;20/09/2023
741;588,74;20/09/2023
4782;700,35;20/09/2023
105;157,5;06/10/2023
9642;358,1;06/10/2023
423;307;06/10/2023
1962;396,28;06/10/2023
9235;291;06/10/2023
9285;149,75;06/10/2023
9488;636,18;06/10/2023
4539;876,9;01/11/2023
9765;225,5;06/11/2023
4594;940,5;06/11/2023
9459;377;06/11/2023
775;225,42;06/11/2023
8274;180,81;06/11/2023
5947;469,03;06/11/2023
9704;251,75;06/11/2023
81;1244,78;15/08/2023
1872;1622,14;15/08/2023
6388;152,93;15/08/2023
6287;861,67;15/08/2023
7994;823,7;17/08/2023
2932;164,64;17/08/2023
4768;572,77;21/08/2023
8974;306;12/09/2023
8068;1347,52;12/09/2023
4382;1359,85;12/09/2023
6388;154,5;12/09/2023
8988;600;13/09/2023
9202;339,4;12/09/2023
3339;443,99;12/09/2023
4628;349,55;03/10/2023
7053;967,83;03/10/2023
8135;3425,36;03/10/2023
8834;170,8;04/10/2023
5970;735,77;04/10/2023
8023;565,5;04/10/2023
9094;3698,4;04/10/2023
8051;1376;04/10/2023
3404;707,7;27/10/2023
9292;1099,41;30/10/2023
2281;502;31/10/2023
8937;1657;31/10/2023
8135;2755,01;31/10/2023
5672;6042,01;31/10/2023
5959;942,18;31/10/2023
8135;462;31/10/2023
7302;961,58;29/08/2023
4732;357;29/08/2023
6352;700;29/08/2023
5941;421,4;29/08/2023
86;700;29/08/2023
75;420;29/08/2023
6611;489,5;25/09/2023
2793;499,7;25/09/2023
1447;293,29;25/09/2023
103;41250;25/09/2023
8791;4319,97;25/09/2023
5654;150,6;25/09/2023
81;300;01/11/2023
6457;1973,5;03/11/2023
9283;151,8;01/11/2023
1236;660;05/11/2023
5679;344;06/11/2023
8366;1496,5;06/11/2023
7485;475,74;06/11/2023
3272;191,8;06/11/2023
4932;1289,5;27/11/2023
9387;521,67;27/11/2023
8984;197,9;27/11/2023
8759;197,8;27/11/2023
8135;576,69;27/11/2023
7530;342;27/11/2023
5048;229;27/11/2023
8936;1477,5;27/11/2023
6523;4035;17/08/2023
5430;1070;17/08/2023
8757;700,06;18/08/2023
7402;246;22/08/2023
6827;3303,78;22/08/2023
8672;399,4;22/08/2023
593;1106;22/09/2023
2293;762,83;22/09/2023
9158;213;22/09/2023
739;1456;22/09/2023
8937;194,11;26/09/2023
6753;1580,5;26/09/2023
7566;1203,9;26/09/2023
123;387,5;07/11/2023
123;296,58;07/11/2023
3282;407,2;07/11/2023
9583;1000,84;07/11/2023
7161;405;07/11/2023
6753;440;07/11/2023
9483;376,6;07/11/2023
9294;202,4;07/11/2023
105;1069,8;01/12/2023
6977;1327,8;04/12/2023
3423;311;04/12/2023
6082;253,25;04/12/2023
5470;1848,35;28/08/2023
1870;456;28/08/2023
2850;256,7;28/08/2023
3417;175,76;28/08/2023
8187;1980;30/08/2023
8640;234;30/08/2023
3718;1403,75;20/09/2023
75;835;20/09/2023
9432;150,25;20/09/2023
6690;682,8;20/09/2023
8715;284,52;20/09/2023
9206;830;20/09/2023
3952;384,37;20/09/2023
8631;2308,3;20/09/2023
437;490;20/09/2023
9593;401,2;10/10/2023
7658;784,8;10/10/2023
1256;297,2;10/10/2023
9427;172,73;10/10/2023
801;678;10/10/2023
4189;1153,28;10/10/2023
4240;248,3;11/10/2023
10;2679,57;07/11/2023
4169;554,6;07/11/2023
4890;649,5;07/11/2023
7722;704;07/11/2023
2106;1090,7;07/11/2023
9727;176;07/11/2023
9670;176;07/11/2023
4152;764,9;07/11/2023
1256;315,3;07/11/2023
6185;438,28;15/08/2023
3354;590;15/08/2023
410;1874,6;15/08/2023
4628;268,37;15/08/2023
8325;490,3;15/08/2023
4766;644,22;15/08/2023
8045;206;15/08/2023
834;804,4;15/08/2023
8715;0;13/09/2023
9022;657;13/09/2023
1114;848,3;13/09/2023
7644;441,4;13/09/2023
8476;1639,79;13/09/2023
8964;190,5;13/09/2023
4740;870,6;14/09/2023
7961;744;15/09/2023
9535;741,4;04/10/2023
5057;1018,66;04/10/2023
4614;1819,7;05/10/2023
1942;2945;09/10/2023
7644;851,61;09/10/2023
9459;241,3;09/10/2023
9608;166,43;09/10/2023
8717;954;13/10/2023
8111;413;13/10/2023
8735;672,3;31/10/2023
5717;461,2;31/10/2023
6753;264;31/10/2023
8927;1574,11;31/10/2023
1236;292;31/10/2023
9601;224,15;31/10/2023
824;665,95;31/10/2023
8068;1227,73;15/08/2023
8700;2390;15/08/2023
48;5102,11;15/08/2023
5216;747,6;15/08/2023
8700;4690;15/08/2023
8423;2526,44;15/08/2023
76;764,95;15/08/2023
4027;468,7;25/09/2023
4624;1676;25/09/2023
5180;3647,04;25/09/2023
5959;1007,17;25/09/2023
9580;192,7;25/09/2023
3718;1950,8;25/09/2023
8033;1098;06/11/2023
9450;2158,14;06/11/2023
9761;2784;06/11/2023
8333;534,4;06/11/2023
5240;220,8;06/11/2023
601;438;06/11/2023
8135;1253,43;28/11/2023
8717;336;28/11/2023
8964;215,4;28/11/2023
8177;1095,44;28/11/2023
9707;338,3;28/11/2023
9385;378,85;28/11/2023
5261;1947,53;28/11/2023
3922;1098;28/11/2023
8135;342,66;23/08/2023
685;713,7;23/08/2023
1961;1920;23/08/2023
9516;2190;24/08/2023
3992;247,7;28/08/2023
105;1862,4;28/08/2023
5;205,5;28/08/2023
5850;290;28/08/2023
1576;1646,8;26/09/2023
2332;2155;26/09/2023
9477;258,13;26/09/2023
2482;2862,5;26/09/2023
2482;3255;26/09/2023
2482;3504;26/09/2023
1114;2137,51;27/09/2023
6457;1129;27/09/2023
7098;542,8;07/11/2023
105;172,2;07/11/2023
5976;591,02;09/11/2023
5981;215;09/11/2023
1631;1051,9;09/11/2023
6523;741,6;09/11/2023
7677;498;04/12/2023
9298;420;04/12/2023
6125;759;04/12/2023
6611;306,1;04/12/2023
6446;246;04/12/2023
7483;465,1;04/12/2023
8935;378,9;16/08/2023
9563;207;16/08/2023
5034;967,61;16/08/2023
2106;483,6;16/08/2023
5430;1640,5;16/08/2023
2382;3450;16/08/2023
2382;846,2;16/08/2023
5384;421,79;16/08/2023
1447;323,99;16/08/2023
765;192,5;20/09/2023
5428;3120,02;20/09/2023
6543;284,2;20/09/2023
50;399,7;20/09/2023
1576;733,35;20/09/2023
4782;1008;20/09/2023
7651;259;20/09/2023
8997;417,6;20/09/2023
716;637,36;20/09/2023
9464;671,9;11/10/2023
9258;455,72;11/10/2023
9708;324,76;11/10/2023
9706;2666,8;11/10/2023
5850;1610;13/10/2023
8366;463,5;16/10/2023
7053;1422,16;16/10/2023
6977;928,6;16/10/2023
4559;255,6;07/11/2023
4628;442,1;07/11/2023
5850;580;07/11/2023
9236;985,3;07/11/2023
2036;2738,29;09/11/2023
8910;639;08/11/2023
7160;1307,9;08/11/2023
2332;877,5;17/08/2023
2331;5580;17/08/2023
9483;153,9;21/08/2023
5943;598,43;21/08/2023
6977;871,48;15/09/2023
4039;6759,4;15/09/2023
7308;890;19/09/2023
9075;437;19/09/2023
9495;185,47;19/09/2023
716;840;19/09/2023
7722;423,84;09/10/2023
7259;520,38;09/10/2023
6084;764;09/10/2023
7308;783,4;10/10/2023
5850;1295;10/10/2023
5048;618,7;10/10/2023
105;1192,5;10/10/2023
5;1586,81;10/10/2023
6691;244;31/10/2023
5430;1179,05;31/10/2023
8389;175;31/10/2023
4651;6299,55;03/11/2023
6426;330,3;03/11/2023
9313;354,9;03/11/2023
9212;3030;15/08/2023
4945;826,9;15/08/2023
6827;1614;15/08/2023
1916;356,3;21/08/2023
9131;1505,25;21/08/2023
2331;5580;21/08/2023
6252;591,4;21/08/2023
7053;1190,7;21/08/2023
7160;1289,6;25/09/2023
7351;911,76;25/09/2023
716;235,9;02/10/2023
410;4500;28/09/2023
6523;6300;28/09/2023
5500;152,62;28/09/2023
7158;872,19;28/09/2023
3217;166,6;28/09/2023
2793;279,9;06/11/2023
672;895,1;06/11/2023
142;524,7;06/11/2023
6823;381,5;07/11/2023
6606;1433,5;07/11/2023
9685;204,55;07/11/2023
8937;542,23;07/11/2023
6073;1098;28/11/2023
4169;259,6;28/11/2023
195;280;28/11/2023
8937;1769,5;28/11/2023
802;758,05;28/11/2023
9616;685,9;28/11/2023
1752;216,3;28/11/2023
8309;628,5;15/08/2023
4498;510;16/08/2023
1942;2945;16/08/2023
9553;155,9;16/08/2023
5013;692,58;16/08/2023
4594;665,7;16/08/2023
423;183;27/09/2023
6523;2948;27/09/2023
9671;4380;27/09/2023
8863;746,35;02/10/2023
6473;217,85;02/10/2023
8671;159,9;04/10/2023
1970;175;04/10/2023
6708;1167,89;04/10/2023
8524;2765,46;10/11/2023
5108;218;10/11/2023
6464;153,5;10/11/2023
9773;2632,5;10/11/2023
9761;598,7;10/11/2023
7193;325,7;04/12/2023
3417;484,77;04/12/2023
9704;348;04/12/2023
8366;409;04/12/2023
1576;1245,8;04/12/2023
3718;3118,66;04/12/2023
9565;853,05;04/12/2023
6457;1781;16/08/2023
8467;304,68;24/08/2023
2598;801,8;24/08/2023
6337;2740;24/08/2023
112;3280;24/08/2023
1616;698,71;24/08/2023
7644;642,62;20/09/2023
9661;409,04;20/09/2023
4956;704,5;20/09/2023
9424;409,88;20/09/2023
8655;490;20/09/2023
9608;164,5;25/09/2023
4152;751,9;21/09/2023
7291;424,2;21/09/2023
5319;435,58;16/10/2023
8988;602,5;16/10/2023
4941;288;16/10/2023
1942;2945;16/10/2023
5728;250;16/10/2023
9245;211,01;16/10/2023
7407;179,8;16/10/2023
6082;375,7;16/10/2023
2793;389,5;16/10/2023
7149;169;08/11/2023
8045;609,64;09/11/2023
6689;370,8;09/11/2023
9374;349,91;10/11/2023
740;728;10/11/2023
716;840;10/11/2023
5509;304,44;13/11/2023
2020;1046,49;10/11/2023
9274;290,3;16/08/2023
9001;400,9;16/08/2023
8715;421,9;21/08/2023
4766;721,58;21/08/2023
2220;518,01;21/08/2023
7904;401,35;21/08/2023
6122;213,4;19/09/2023
8023;701,41;19/09/2023
7766;522,83;19/09/2023
715;2466;19/09/2023
4945;1273,8;19/09/2023
9268;326;19/09/2023
410;0;19/09/2023
4082;270;19/09/2023
8972;366;10/10/2023
7402;222;10/10/2023
6352;400;11/10/2023
6945;398,5;11/10/2023
6287;1033,4;03/11/2023
103;282;06/11/2023
1529;591,7;06/11/2023
4027;665,8;06/11/2023
4539;392,6;06/11/2023
3417;226;06/11/2023
9453;267,55;06/11/2023
9257;304,31;06/11/2023
3804;2533,6;21/08/2023
7635;174,5;21/08/2023
4782;280;24/08/2023
1863;1832;24/08/2023
8655;496,2;24/08/2023
5970;260,51;24/08/2023
5114;710;24/08/2023
8798;1201,1;02/10/2023
9024;997;02/10/2023
4945;789;02/10/2023
7407;306,35;02/10/2023
2236;1049,6;02/10/2023
5684;3651,2;02/10/2023
5422;260;02/10/2023
5976;386,39;02/10/2023
5850;468,75;02/10/2023
6753;1310,64;07/11/2023
3944;372;07/11/2023
963;238;07/11/2023
3191;329,58;07/11/2023
8623;527,4;07/11/2023
5492;624;07/11/2023
410;710,1;07/11/2023
4262;1609,6;07/11/2023
9609;247,5;28/11/2023
8423;2928,25;28/11/2023
6352;2561;28/11/2023
6457;450;28/11/2023
76;384,5;28/11/2023
9772;801,4;28/11/2023
88;850;28/11/2023
7136;2188,5;28/11/2023
5;384,98;18/08/2023
4555;288,6;21/08/2023
8539;794,06;23/08/2023
6246;450;28/08/2023
6611;708,57;28/08/2023
2793;373,36;28/08/2023
5080;874,24;04/10/2023
7581;396;09/10/2023
824;505,5;09/10/2023
6132;1258,25;09/10/2023
652;153;09/10/2023
5990;2425,1;09/10/2023
5789;259,22;09/10/2023
7158;345,06;09/10/2023
8715;391,54;09/10/2023
7158;498;11/11/2023
497;1215,6;13/11/2023
5990;1556,6;13/11/2023
8798;2191,78;13/11/2023
4027;665,1;13/11/2023
740;537,18;13/11/2023
8023;540,9;13/11/2023
103;2785,42;13/11/2023
103;3345,5;13/11/2023
6125;1504,8;04/12/2023
3580;2761,8;04/12/2023
8864;558,8;04/12/2023
9359;620,6;04/12/2023
6840;1098;04/12/2023
7850;279,6;04/12/2023
9724;473,09;04/12/2023
824;608,1;04/12/2023
6987;756;24/08/2023
4027;218;24/08/2023
4766;150;24/08/2023
6246;218,9;24/08/2023
5681;183,8;24/08/2023
6965;869,9;24/08/2023
9587;198;24/08/2023
4425;1196;21/09/2023
5500;405;21/09/2023
2169;723,47;21/09/2023
9664;151;21/09/2023
8154;273,9;22/09/2023
5994;682,33;22/09/2023
5680;1351,59;22/09/2023
9036;191,5;22/09/2023
9706;162,1;16/10/2023
9611;464,88;16/10/2023
6753;1949;16/10/2023
9359;180;16/10/2023
4240;506,5;16/10/2023
4740;971,8;16/10/2023
6508;211,05;16/10/2023
1576;420,8;16/10/2023
8368;576,2;14/11/2023
9381;2276,89;14/11/2023
410;1895;14/11/2023
5430;915,05;14/11/2023
9580;269,7;15/11/2023
4594;895;16/11/2023
4101;237,5;16/11/2023
963;179;21/08/2023
8560;271,46;21/08/2023
8092;398;21/08/2023
8054;3285;22/08/2023
6084;1980;24/08/2023
8631;0;25/08/2023
9495;0;25/08/2023
7098;436,75;19/09/2023
4559;284,89;19/09/2023
4669;222,4;19/09/2023
4628;320,85;19/09/2023
4262;801,79;19/09/2023
120;1003,9;19/09/2023
122;1257,8;19/09/2023
12;628,9;19/09/2023
3804;2422,4;19/09/2023
8893;163,66;13/10/2023
6125;407,15;13/10/2023
482;1480,85;13/10/2023
5728;1576,8;13/10/2023
6084;2386,8;13/10/2023
1863;1832;13/10/2023
4498;374;06/11/2023
3404;419,1;06/11/2023
8866;1127,21;06/11/2023
715;0;07/11/2023
4594;975;07/11/2023
5681;300,6;07/11/2023
3772;337,5;07/11/2023
740;1288;07/11/2023
716;1288;07/11/2023
6437;3197,55;24/08/2023
437;3960;24/08/2023
2039;376,58;24/08/2023
9432;2090;24/08/2023
6548;396;24/08/2023
8863;337,5;28/08/2023
9616;396;28/08/2023
5850;1789;02/10/2023
5976;585,84;02/10/2023
9687;1812,46;03/10/2023
9610;744,1;03/10/2023
8631;495;03/10/2023
6605;1119,3;03/10/2023
174;169,4;04/10/2023
5950;653,76;05/10/2023
2426;654,11;09/11/2023
9768;707,98;09/11/2023
4730;423,4;09/11/2023
8935;159;09/11/2023
9363;3690;09/11/2023
9204;285,86;09/11/2023
7326;151,6;09/11/2023
5990;704,9;09/11/2023
5964;186,2;09/11/2023
76;662,1;28/11/2023
6918;235,8;28/11/2023
9076;587,41;29/11/2023
2106;659,6;29/11/2023
5947;813;29/11/2023
6125;1499;29/11/2023
294;1322;29/11/2023
9473;400,18;29/11/2023
593;1338;22/08/2023
9550;320,59;22/08/2023
5751;1744;22/08/2023
9018;334,59;22/08/2023
4466;625,33;22/08/2023
5228;990;28/08/2023
8279;3720;29/08/2023
715;2114,44;29/08/2023
9441;215,8;09/10/2023
5180;766;09/10/2023
7143;726;09/10/2023
410;4500;09/10/2023
7143;238,6;09/10/2023
5966;243;09/10/2023
2039;789,73;09/10/2023
5439;655;09/10/2023
9488;231;13/11/2023
6523;1168;13/11/2023
8664;334,96;13/11/2023
1916;657,1;13/11/2023
1961;1174,93;13/11/2023
4262;1187,4;13/11/2023
9204;458,52;13/11/2023
5874;361,25;13/11/2023
3772;678,7;13/11/2023
7167;1404,4;04/12/2023
7938;1248,35;04/12/2023
716;942,4;04/12/2023
9348;491,4;04/12/2023
9301;670,19;04/12/2023
6457;698;04/12/2023
6388;370,66;04/12/2023
6442;745,04;04/12/2023
4552;614,7;04/12/2023
9568;367,24;15/08/2023
8717;1049,6;22/08/2023
4669;230,95;22/08/2023
3404;190,69;22/08/2023
1903;2326,62;22/08/2023
8957;165,31;22/08/2023
7917;1451,18;24/08/2023
3854;433,23;22/09/2023
7259;540,39;25/09/2023
9524;381,69;25/09/2023
5492;464,1;25/09/2023
9124;173,5;25/09/2023
497;919,4;25/09/2023
8798;1457,1;25/09/2023
9615;491,03;25/09/2023
7407;165,57;25/09/2023
1576;1626;16/10/2023
8481;5198,75;16/10/2023
1447;394;16/10/2023
5;787,79;16/10/2023
9024;649,9;16/10/2023
9680;155;16/10/2023
8023;181,9;16/10/2023
1033;252,39;16/10/2023
7143;498;17/11/2023
9784;421,53;17/11/2023
8453;959,82;17/11/2023
9703;180;17/11/2023
396;3157;17/11/2023
9257;501,4;17/11/2023
9793;5000;20/11/2023
3286;0;20/11/2023
6523;478,4;28/08/2023
6287;1530,25;28/08/2023
1916;395,4;29/08/2023
8309;707,43;29/08/2023
1961;998;29/08/2023
5793;428,7;19/09/2023
5187;852,86;19/09/2023
2106;2576,1;19/09/2023
5199;374,9;19/09/2023
6326;1060,48;19/09/2023
7270;241,2;19/09/2023
6442;1193,24;19/09/2023
9687;1323;13/10/2023
7196;549;13/10/2023
9585;533,32;13/10/2023
1798;483,9;13/10/2023
8762;196,81;13/10/2023
6442;827,66;13/10/2023
741;1288;07/11/2023
9204;3015,6;07/11/2023
8389;193,1;07/11/2023
8135;3963,15;07/11/2023
8978;564,3;07/11/2023
5850;338;07/11/2023
9203;255;10/11/2023
8194;4130,15;10/11/2023
8423;1050;29/08/2023
6618;430;29/08/2023
8594;217,27;29/08/2023
9348;151,92;29/08/2023
88;599,54;29/08/2023
8368;196,8;29/08/2023
9563;195,4;29/08/2023
6840;229,85;29/08/2023
2039;1422,37;05/10/2023
8333;156;05/10/2023
9268;783,9;05/10/2023
7407;0;05/10/2023
2331;4650;06/10/2023
5518;6332,24;06/10/2023
8524;1645;06/10/2023
7114;533,99;09/11/2023
5850;753;10/11/2023
4082;1153,71;10/11/2023
103;3200;10/11/2023
6287;1020,35;10/11/2023
1462;640,4;10/11/2023
1167;290,02;10/11/2023
6547;1410,6;10/11/2023
7326;170;10/11/2023
7912;230,15;29/11/2023
5248;458;29/11/2023
7071;687;29/11/2023
6584;1750;29/11/2023
7530;178;29/11/2023
9301;303,55;29/11/2023
7143;625;29/11/2023
9593;921,55;29/11/2023
2169;696,1;29/11/2023
6753;0;16/08/2023
5321;215,66;16/08/2023
5334;0;16/08/2023
4928;396;29/08/2023
1529;475,7;29/08/2023
4559;342;29/08/2023
9094;342,48;29/08/2023
5768;1469,4;30/08/2023
8654;225,31;10/10/2023
6840;1218,62;10/10/2023
8864;573;10/10/2023
3580;326,6;10/10/2023
5737;442,5;10/10/2023
9291;212;10/10/2023
8278;2123,6;11/10/2023
75;2697,8;11/10/2023
8596;359,12;13/11/2023
8863;965,5;13/11/2023
741;1120;13/11/2023
739;560;13/11/2023
5932;1790,82;13/11/2023
3643;99;14/11/2023
6753;1508;14/11/2023
5771;236,92;04/12/2023
7566;971,41;04/12/2023
7351;1508;04/12/2023
8715;221,58;04/12/2023
4539;1088,4;04/12/2023
8652;1568,16;04/12/2023
6729;440,37;04/12/2023
9710;1057;04/12/2023
17;238,8;04/12/2023
1447;601,96;17/08/2023
8092;396;24/08/2023
4491;396;24/08/2023
9522;594;24/08/2023
2893;234,5;24/08/2023
8787;153,33;24/08/2023
103;19800;24/08/2023
9537;623,2;25/09/2023
2482;2862,5;26/09/2023
2482;1237,5;26/09/2023
2482;1884,16;26/09/2023
410;970,8;27/09/2023
8978;4200;27/09/2023
3972;394,6;28/09/2023
6304;363,4;28/09/2023
8507;1390;28/09/2023
8507;1490;15/08/2023
716;336,19;16/10/2023
4540;150,8;16/10/2023
4965;1024,28;17/10/2023
9686;727,65;17/10/2023
7363;2008,73;17/10/2023
1870;282;17/10/2023
9459;185;17/10/2023
2641;232,7;20/11/2023
9523;599,07;20/11/2023
8135;1631,75;20/11/2023
7407;1688,62;20/11/2023
8135;384;20/11/2023
9727;848;21/11/2023
9670;159;21/11/2023
1171;479,93;21/11/2023
9530;218,06;21/11/2023
7179;1258,72;17/08/2023
5452;5524;29/08/2023
8320;215,24;29/08/2023
8997;582,25;30/08/2023
7556;297,55;30/08/2023
8045;940;30/08/2023
8854;277,25;19/09/2023
3404;260;19/09/2023
8261;495,83;19/09/2023
1114;320;19/09/2023
8505;770,86;19/09/2023
1962;722,4;19/09/2023
2085;210;19/09/2023
7530;344,5;19/09/2023
7160;721,5;13/10/2023
7285;1570,87;13/10/2023
8230;413;13/10/2023
834;482,5;13/10/2023
6427;620,3;13/10/2023
6326;657;13/10/2023
6287;295,2;13/10/2023
834;524,7;10/11/2023
5976;183,6;10/11/2023
8596;1014,2;10/11/2023
8327;848,1;10/11/2023
8132;1628;10/11/2023
2932;76;10/11/2023
8353;1083,17;10/11/2023
8078;1971,62;17/08/2023
2251;259;17/08/2023
9440;1558;17/08/2023
5500;432,3;17/08/2023
4152;755,59;17/08/2023
9404;297,15;17/08/2023
410;394,32;17/08/2023
6390;362,16;17/08/2023
2039;971,45;17/08/2023
6823;275,3;09/10/2023
8979;156;10/10/2023
5970;455,45;10/10/2023
7578;320;10/10/2023
6549;2860,74;10/10/2023
3864;520,5;10/10/2023
4571;426,9;10/10/2023
1576;240,2;13/11/2023
5654;417,2;13/11/2023
4540;179,75;13/11/2023
3620;1309,5;13/11/2023
7053;1374;13/11/2023
1903;10905,3;13/11/2023
2035;3585;13/11/2023
9272;1103;14/11/2023
8068;2017,74;29/11/2023
9268;697,1;29/11/2023
8247;374,38;29/11/2023
5663;978,2;29/11/2023
8690;934,39;29/11/2023
8505;0;29/11/2023
8788;554,42;29/11/2023
8788;238,02;29/11/2023
5518;1994,94;31/08/2023
5128;755;31/08/2023
7777;677,88;31/08/2023
6547;339,72;31/08/2023
6337;1187,62;31/08/2023
103;10387;31/08/2023
3953;328,7;31/08/2023
1481;913,21;31/08/2023
4262;476;11/10/2023
8423;3279,37;11/10/2023
7994;3157,9;16/10/2023
8070;310,03;17/10/2023
6363;164;17/10/2023
9616;313,5;19/10/2023
6241;524;14/11/2023
8720;840;14/11/2023
2331;4318;14/11/2023
6125;387;14/11/2023
8826;2034,17;14/11/2023
9494;359,21;14/11/2023
5;665,4;14/11/2023
1845;500,8;04/12/2023
5850;3920;04/12/2023
9715;436,8;05/12/2023
6457;415;05/12/2023
9754;260,49;05/12/2023
6772;0;28/08/2023
4540;229,9;28/08/2023
3096;1192,3;28/08/2023
6945;187,8;28/08/2023
6122;209,7;28/08/2023
9235;210;28/08/2023
7850;711,9;28/08/2023
8788;258,06;28/09/2023
9299;587,8;28/09/2023
8690;808,08;28/09/2023
8795;1406,58;28/09/2023
5987;159;28/09/2023
9668;310,19;28/09/2023
8078;2391,79;28/09/2023
8884;536;17/10/2023
6241;528;17/10/2023
684;538,54;17/10/2023
1845;154,4;17/10/2023
8421;495,1;17/10/2023
112;345;17/10/2023
112;900;17/10/2023
4262;4548,44;17/10/2023
4559;541,5;21/11/2023
8068;548,22;21/11/2023
4643;591,59;21/11/2023
8997;2390;21/11/2023
9798;882;21/11/2023
1331;1454,04;21/11/2023
1958;349,5;22/11/2023
4766;847,48;21/11/2023
8937;1052;30/08/2023
76;605,56;30/08/2023
824;218,75;30/08/2023
3073;238;30/08/2023
1447;324,7;30/08/2023
3423;382;30/08/2023
4404;180,4;30/08/2023
9386;4239,76;30/08/2023
5717;313,2;19/09/2023
9659;963,58;19/09/2023
8309;768,34;19/09/2023
5180;1409,04;19/09/2023
7351;2077,96;19/09/2023
5080;1094,81;20/09/2023
4956;730;20/09/2023
9342;427,85;20/09/2023
4273;181,13;13/10/2023
9140;1560;13/10/2023
5850;1785;13/10/2023
6337;1104;13/10/2023
5480;1209,96;13/10/2023
739;580;13/10/2023
741;580;13/10/2023
3241;5691,24;13/10/2023
672;735,76;13/10/2023
8278;431;10/11/2023
5950;651,7;13/11/2023
8640;474;13/11/2023
4555;820;13/11/2023
5987;198;13/11/2023
6082;215,9;13/11/2023
9480;151,24;13/11/2023
6190;177,3;13/11/2023
9257;630,56;17/08/2023
8960;152,4;29/08/2023
8476;797,84;29/08/2023
4628;224,75;29/08/2023
