CODCLI,dcadastro_dias,d1,d2,d3,dmedia,ddesvio,r,f,v,Y,clr,clf,clv,rfv,cluster
2424,3430,96,154,98,116,32.92415526630866,3082,4,6812.64,NA,0,2,1,3,baixo valor
2425,3430,28,16,223,89,116.20240961357041,2114,85,53003.81,NA,2,1,1,4,baixo valor
2426,3430,8,26,56,30,24.24871130596428,49,14,20929.37,NA,3,2,1,6,médio valor
2429,3425,708,21,19,249.33333333333334,397.21824395832243,2065,45,8419.42,NA,2,2,1,5,médio valor
2430,3424,58,42,28,42.666666666666664,15.01110699893027,2771,16,4850.09,NA,0,2,1,3,baixo valor
2433,3424,30,56,67,51,19,1603,16,13402.5,NA,2,2,1,5,médio valor
2436,3418,14,17,1,10.666666666666666,8.504900548115382,303,46,42678.24,NA,3,2,1,6,médio valor
2439,3418,143,26,57,75.33333333333333,60.61627944152737,3051,9,2460.3,NA,0,2,1,3,baixo valor
2440,3408,14,12,6,10.666666666666666,4.163331998932265,3326,9,2925.32,NA,0,2,1,3,baixo valor
2443,3402,35,35,29,33,3.4641016151377544,2792,21,8176.429999999999,NA,0,2,1,3,baixo valor
2444,3402,35,35,29,33,3.4641016151377544,2792,22,8510.36,NA,0,2,1,3,baixo valor
2447,3416,2624,22,10,885.3333333333334,1505.7414563374862,62,21,6399.08,NA,3,2,1,6,médio valor
2448,3416,13,8,6,9,3.605551275463989,1913,149,86634.31,NA,2,1,1,4,baixo valor
2449,3416,318,33,93,148,150.2497920131672,461,8,3266.9,NA,3,2,1,6,médio valor
2450,3416,169,70,28,89,72.39475119095306,2763,17,3688.89,NA,0,2,1,3,baixo valor
2452,3415,2,482,343,275.6666666666667,246.982455517256,2588,4,915,NA,0,2,1,3,baixo valor
2453,3415,127,21,33,60.333333333333336,58.045958802773974,3199,5,2348.99,NA,0,2,1,3,baixo valor
2454,3415,30,28,26,28,2,1505,87,68675.95,NA,2,1,1,4,baixo valor
2455,3415,9,18,42,23,17.05872210923198,3310,5,3738.65,NA,0,2,1,3,baixo valor
2458,3411,12,15,8,11.666666666666666,3.5118845842842465,3376,4,738.2,NA,0,2,1,3,baixo valor
2459,3411,35,22,20,25.666666666666668,8.144527815247077,3221,9,1837.6100000000001,NA,0,2,1,3,baixo valor
2460,3410,20,16,5,13.666666666666666,7.767453465154029,3121,19,5167.35,NA,0,2,1,3,baixo valor
2461,3409,14,35,14,21,12.12435565298214,3150,16,4553.75,NA,0,2,1,3,baixo valor
2464,3409,28,28,20,25.333333333333332,4.618802153517006,1925,21,7952.06,NA,2,2,1,5,médio valor
2465,2805,13,14,7,11.333333333333334,3.7859388972001824,2312,65,17910.9,NA,2,1,1,4,baixo valor
2466,3408,119,225,57,133.66666666666666,84.95488999070821,1113,25,4684.53,NA,1,2,1,4,baixo valor
2467,3408,30,35,63,42.666666666666664,17.7857620959388,490,50,39836.64,NA,3,2,1,6,médio valor
2469,3355,50,99,112,87,32.69556544854363,34,127,62664.76,84,3,1,1,5,médio valor
2470,3404,125,79,82,95.33333333333333,25.73583752927682,1555,25,4523.86,NA,2,2,1,5,médio valor
2472,3403,125,29,42,65.33333333333333,52.080066564217574,3081,9,9570.23,NA,0,2,1,3,baixo valor
2474,3403,78,103,52,77.66666666666667,25.50163393458022,1645,22,7482.45,NA,2,2,1,5,médio valor
2475,3402,40,125,31,65.33333333333333,51.86842327788009,1255,23,5188.14,NA,1,2,1,4,baixo valor
2476,3402,43,98,116,85.66666666666667,38.03068936179481,3115,5,1415.9,NA,0,2,1,3,baixo valor
2477,3402,12,14,14,13.333333333333334,1.1547005383792515,3332,6,1199.37,NA,0,2,1,3,baixo valor
2478,3401,50,41,26,39,12.12435565298214,3284,4,550.3399999999999,NA,0,2,1,3,baixo valor
2479,3401,14,36,14,21.333333333333332,12.701705922171767,3232,11,2007.15,NA,0,2,1,3,baixo valor
2482,3401,19,1,13,11,9.16515138991168,2,471,2494435.05,7,3,0,3,6,médio valor
2483,3400,48,14,22,28,17.776388834631177,2989,20,25862.78,NA,0,2,1,3,baixo valor
2484,3396,14,35,35,28,12.12435565298214,3178,11,3740.36,NA,0,2,1,3,baixo valor
2488,3389,283,87,56,142,123.08939840619907,2319,6,1194.44,NA,2,2,1,5,médio valor
2489,3389,36,68,49,51,16.09347693943108,2479,25,6720.66,NA,2,2,1,5,médio valor
2490,3389,35,70,13,39.333333333333336,28.746014216467184,2892,29,12389.74,NA,0,2,1,3,baixo valor
2491,3388,202,1,21,74.66666666666667,110.72638950734975,2442,27,6275.54,NA,2,2,1,5,médio valor
2493,3387,21,10,1,10.666666666666666,10.016652800877813,338,84,32273.96,NA,3,1,1,5,médio valor
2494,3367,8,48,16,24,21.166010488516726,3240,6,1184.55,NA,0,2,1,3,baixo valor
2495,3375,904,206,117,409,430.9860786614807,1503,11,4756.55,NA,2,2,1,5,médio valor
2496,3382,90,209,27,108.66666666666667,92.42474416157901,3046,5,1963.5,NA,0,2,1,3,baixo valor
2497,3381,15,13,56,28,24.269322199023193,3239,9,1815.3,NA,0,2,1,3,baixo valor
2501,3380,6,7,7,6.666666666666667,0.5773502691896257,0,197,141665.95,8,3,3,2,8,alto valor
2505,3376,66,61,85,70.66666666666667,12.662279942148386,2994,6,3974.7799999999997,NA,0,2,1,3,baixo valor
2506,3375,225,27,2,84.66666666666667,122.17337407689669,2765,24,18097.21,NA,0,2,1,3,baixo valor
2509,3375,245,127,226,199.33333333333334,63.35876682301616,13,31,5733.09,NA,3,2,1,6,médio valor
2511,3374,4,50,6,20,26,2066,25,17964.78,NA,2,2,1,5,médio valor
2512,3373,139,74,26,79.66666666666667,56.7127263789472,2197,19,7130.16,NA,2,2,1,5,médio valor
2515,3373,55,34,31,40,13.076696830622021,2625,28,6432.7,NA,0,2,1,3,baixo valor
2518,3373,1381,34,4,473,786.4941194948631,1435,8,5681.79,NA,1,2,1,4,baixo valor
2520,3373,1893,47,30,656.6666666666666,1070.729813413885,1104,10,17475.65,NA,1,2,1,4,baixo valor
2522,3151,1,6,5,4,2.6457513110645907,3018,14,13278.18,NA,0,2,1,3,baixo valor
2523,3368,7,4,2,4.333333333333333,2.516611478423583,751,97,60767.49,NA,1,1,1,3,baixo valor
2524,3367,33,6,29,22.666666666666668,14.571661996262929,114,120,30601.41,NA,3,1,1,5,médio valor
2528,3366,182,7,7,65.33333333333333,101.03629710818451,3170,4,1492.26,NA,0,2,1,3,baixo valor
2530,3366,34,30,47,37,8.888194417315589,3255,4,729.07,NA,0,2,1,3,baixo valor
2532,3361,14,28,19,20.333333333333332,7.094598884597588,2332,52,16567.18,NA,2,2,1,5,médio valor
2533,3365,264,162,127,184.33333333333334,71.17818017716759,1507,10,3034.58,NA,2,2,1,5,médio valor
2534,3362,9,21,12,14,6.244997998398398,3303,7,2120.8500000000004,NA,0,2,1,3,baixo valor
2535,3361,34,7,3,14.666666666666666,16.862186493255653,3038,17,18599.22,NA,0,2,1,3,baixo valor
2536,3344,19,49,14,27.333333333333332,18.929694486000912,3262,4,1198.44,NA,0,2,1,3,baixo valor
2538,3360,48,7,183,79.33333333333333,92.08872533233009,3116,5,17174.4,NA,0,2,1,3,baixo valor
2539,3355,3,2,7,4,2.6457513110645907,674,70,120890.58,NA,1,1,2,4,baixo valor
2548,3339,7,42,7,18.666666666666668,20.207259421636902,16,58,14972.58,30,3,1,1,5,médio valor
2549,3353,6,77,9,30.666666666666668,40.15387071420803,2962,18,15830.3,NA,0,2,1,3,baixo valor
2550,1078,28,32,37,32.333333333333336,4.509249752822894,44,42,9405.55,70,3,2,1,6,médio valor
2552,3353,1,215,29,81.66666666666667,116.31566245924637,2219,29,9453.94,NA,2,2,1,5,médio valor
2553,3353,52,61,9,40.666666666666664,27.79088579612628,2637,132,75931.14,NA,0,1,1,2,baixo valor
2554,3353,14,7,14,11.666666666666666,4.041451884327381,3213,13,2331.53,NA,0,2,1,3,baixo valor
2556,3352,34,188,430,217.33333333333334,199.62297796930426,1932,11,3353.9,NA,2,2,1,5,médio valor
2560,3348,105,13,1,39.666666666666664,56.89756878227165,2823,37,10082.29,NA,0,2,1,3,baixo valor
2562,3348,407,14,10,143.66666666666666,228.06212603879086,1065,138,40292.9,NA,1,1,1,3,baixo valor
2563,3348,25,17,16,19.333333333333332,4.932882862316247,2525,59,14196.06,NA,2,1,1,4,baixo valor
2564,3347,3,8,28,13,13.228756555322953,2823,25,11735.81,NA,0,2,1,3,baixo valor
2568,3345,58,36,31,41.666666666666664,14.364307617610162,202,76,38838.25,NA,3,1,1,5,médio valor
2569,3345,134,22,35,63.666666666666664,61.25629219380923,2772,15,5503.7,NA,0,2,1,3,baixo valor
2570,3291,13,8,28,16.333333333333332,10.408329997330663,744,45,9362.48,NA,1,2,1,4,baixo valor
2571,3337,18,22,23,21,2.6457513110645907,2865,58,13860.35,NA,0,1,1,2,baixo valor
2572,3337,127,36,48,70.33333333333333,49.44019956809775,2835,8,1822.85,NA,0,2,1,3,baixo valor
2573,3331,31,66,82,59.666666666666664,26.083200212652844,3152,4,936.84,NA,0,2,1,3,baixo valor
2574,3319,35,60,29,41.333333333333336,16.441816606851365,2403,14,760.55,NA,2,2,1,5,médio valor
2575,3337,347,265,165,259,91.14823092084673,2560,4,12773,NA,2,2,1,5,médio valor
2576,3292,98,126,49,91,38.97435053981015,3019,4,3288.39,NA,0,2,1,3,baixo valor
2579,3305,15,14,13,14,1,3263,4,1699.78,NA,0,2,1,3,baixo valor
2581,3333,24,10,19,17.666666666666668,7.094598884597588,3159,13,5248.58,NA,0,2,1,3,baixo valor
2584,3332,7,7,8,7.333333333333333,0.5773502691896257,1086,11,3397.64,NA,1,2,1,4,baixo valor
2591,3326,63,28,15,35.333333333333336,24.826061575153908,2827,10,5107.99,NA,0,2,1,3,baixo valor
2592,3326,27,25,31,27.666666666666668,3.0550504633038935,2578,24,6284.95,NA,0,2,1,3,baixo valor
2594,3323,9,5,7,7,2,1918,89,46484.6,NA,2,1,1,4,baixo valor
2596,3319,10,1266,5,427,726.5996146434431,1062,37,16554.37,NA,1,2,1,4,baixo valor
2598,3316,14,18,9,13.666666666666666,4.509249752822894,2,275,220127.88999999998,10,3,3,2,8,alto valor
2602,3311,21,7,14,14,7,1541,46,9462.04,NA,2,2,1,5,médio valor
2604,3311,28,21,70,39.666666666666664,26.501572280401277,1674,112,76267.25,NA,2,1,1,4,baixo valor
2607,3309,28,26,14,22.666666666666668,7.571877794400365,2927,31,6036.27,NA,0,2,1,3,baixo valor
2609,3306,70,32,25,42.333333333333336,24.214320831552005,2938,9,3499.34,NA,0,2,1,3,baixo valor
2610,3305,112,29,106,82.33333333333333,46.285346853332896,1553,25,27017.27,NA,2,2,1,5,médio valor
2612,3262,7,7,7,7,0,1416,82,38627.67,NA,1,1,1,3,baixo valor
2614,3304,20,42,8,23.333333333333332,17.243356208503418,2697,42,25816.780000000002,NA,0,2,1,3,baixo valor
2616,3304,117,37,84,79.33333333333333,40.203648258999245,680,74,101980.08,NA,1,1,2,4,baixo valor
2617,3303,375,178,77,210,151.5552704461313,1402,9,1855.3,NA,1,2,1,4,baixo valor
2618,3303,20,36,29,28.333333333333332,8.020806277010642,2688,6,9866.4,NA,0,2,1,3,baixo valor
2620,3064,739,176,62,325.6666666666667,362.4670099930935,1367,11,3584.69,NA,1,2,1,4,baixo valor
2621,3299,1,1,6,2.6666666666666665,2.886751345948129,3015,48,115137.46,NA,0,2,2,4,baixo valor
2623,3292,31,58,83,57.333333333333336,26.00640946638604,2907,7,6794.3499999999995,NA,0,2,1,3,baixo valor
2624,3299,24,1830,1,618.3333333333334,1049.3971285139546,982,6,8848.61,NA,1,2,1,4,baixo valor
2629,3297,13,15,42,23.333333333333332,16.19670748434179,1647,171,146312.45,NA,2,1,2,5,médio valor
2632,3285,57,22,5,28,26.514147167125703,3135,6,3039.17,NA,0,2,1,3,baixo valor
2633,3291,3,41,35,26.333333333333332,20.428737928059416,3089,13,26050.8,NA,0,2,1,3,baixo valor
2636,3285,95,178,4,92.33333333333333,87.03064594344531,600,63,89713.42,NA,1,1,1,3,baixo valor
2637,3290,28,29,28,28.333333333333332,0.5773502691896257,2087,41,25452.75,NA,2,2,1,5,médio valor
2638,3292,26,58,20,34.666666666666664,20.428737928059416,63,134,85915.81999999999,NA,3,1,1,5,médio valor
2641,3289,10,8,13,10.333333333333334,2.516611478423583,5,76,60935.97,7,3,1,1,5,médio valor
2645,3285,28,31,32,30.333333333333332,2.0816659994661326,2617,29,11221.93,NA,0,2,1,3,baixo valor
2648,3283,59,43,58,53.333333333333336,8.962886439832502,2333,17,10701.72,NA,2,2,1,5,médio valor
2650,3276,259,53,147,153,103.1309846748299,2665,5,6351.13,NA,0,2,1,3,baixo valor
2651,3282,39,33,41,37.666666666666664,4.163331998932265,1727,63,33065.6,NA,2,1,1,4,baixo valor
2653,3278,32,34,29,31.666666666666668,2.516611478423583,2455,29,11900.35,NA,2,2,1,5,médio valor
2656,3278,26,18,20,21.333333333333332,4.163331998932265,3185,5,881.46,NA,0,2,1,3,baixo valor
2657,3277,9,20,23,17.333333333333332,7.371114795831994,3106,10,2845.39,NA,0,2,1,3,baixo valor
2660,3277,35,33,24,30.666666666666668,5.8594652770823155,2184,16,3595.17,NA,2,2,1,5,médio valor
2661,3276,13,9,13,11.666666666666666,2.309401076758503,3234,5,916.11,NA,0,2,1,3,baixo valor
2663,3275,28,2748,21,932.3333333333334,1572.4173534190386,478,4,1090.15,NA,3,2,1,6,médio valor
2664,3275,39,17,424,160,228.89517251353294,2795,4,949.84,NA,0,2,1,3,baixo valor
2665,3275,48,35,528,203.66666666666666,280.9561057057371,1190,17,7089.72,NA,1,2,1,4,baixo valor
2666,3275,1401,36,53,496.6666666666667,783.221765104452,832,23,6005.4,NA,1,2,1,4,baixo valor
2667,3275,921,46,59,342,501.47083663957966,834,19,11618.3,NA,1,2,1,4,baixo valor
2668,3274,1245,2,192,479.6666666666667,669.5717536853936,1695,5,7905,NA,2,2,1,5,médio valor
2669,3274,21,21,14,18.666666666666668,4.041451884327381,1239,137,38394.19,NA,1,1,1,3,baixo valor
2670,3260,28,7,37,24,15.394804318340652,3131,7,4757.25,NA,0,2,1,3,baixo valor
2675,3267,539,3,95,212.33333333333334,286.6170499696997,2585,6,13136.75,NA,0,2,1,3,baixo valor
2679,3263,208,4,38,83.33333333333333,109.29470862458683,21,24,69490.45,41,3,2,1,6,médio valor
2680,3263,7,21,14,14,7,1414,115,32482.43,1435,1,1,1,3,baixo valor
2685,3262,21,365,42,142.66666666666666,192.83239700147206,2807,5,2685.38,NA,0,2,1,3,baixo valor
2686,3262,67,35,36,46,18.193405398660254,3075,5,2656.88,NA,0,2,1,3,baixo valor
2687,3262,39,44,56,46.333333333333336,8.736894948054104,2235,23,8853.46,NA,2,2,1,5,médio valor
2688,3262,158,72,20,83.33333333333333,69.69457176375599,1703,22,6483.29,NA,2,2,1,5,médio valor
2690,3262,22,43,49,38,14.177446878757825,3071,7,4355.38,NA,0,2,1,3,baixo valor
2695,3261,22,13,63,32.666666666666664,26.6520793435209,1917,71,32881.75,NA,2,1,1,4,baixo valor
2697,3260,119,45,118,94,42.43819034784589,482,9,2652.66,NA,3,2,1,6,médio valor
2698,3260,265,2,7,91.33333333333333,150.4205216495852,2765,28,11251.51,NA,0,2,1,3,baixo valor
2701,3260,84,26,43,51,29.816103031751148,1568,190,161135.23,NA,2,3,2,7,alto valor
2703,3257,5,2,1597,534.6666666666666,920.0088767687697,1071,25,5454.37,NA,1,2,1,4,baixo valor
2706,3256,29,35,42,35.333333333333336,6.506407098647712,2877,12,6848.84,NA,0,2,1,3,baixo valor
2707,1835,21,70,14,35,30.512292604784715,1611,10,2912.51,NA,2,2,1,5,médio valor
2708,3254,63,92,61,72,17.349351572897472,2765,12,3036.77,NA,0,2,1,3,baixo valor
2709,3254,53,4,24,27,24.63736998950984,2083,54,29057.670000000002,NA,2,2,1,5,médio valor
2710,3254,15,70,6,30.333333333333332,34.645827069552446,384,49,43997,NA,3,2,1,6,médio valor
2713,3250,35,28,21,28,7,3166,4,854.6,NA,0,2,1,3,baixo valor
2714,3248,7,8,7,7.333333333333333,0.5773502691896257,3186,10,3664.98,NA,0,2,1,3,baixo valor
2715,3248,1752,141,117,670,937.1163214884266,1238,4,28149.22,NA,1,2,1,4,baixo valor
2716,3248,32,34,8,24.666666666666668,14.46835627614047,2739,11,5272.14,NA,0,2,1,3,baixo valor
2720,3243,7,29,28,21.333333333333332,12.42309676905615,2668,21,5997.87,NA,0,2,1,3,baixo valor
2721,3218,136,25,2,54.333333333333336,71.65426249242492,1469,22,11468.43,NA,1,2,1,4,baixo valor
2722,3243,12,6,9,9,3,1912,98,44066.909999999996,NA,2,1,1,4,baixo valor
2724,3242,6,1,6,4.333333333333333,2.886751345948129,3004,52,35962.3,NA,0,2,1,3,baixo valor
2725,3057,66,19,92,59,37,1420,14,4466.79,NA,1,2,1,4,baixo valor
2726,3241,14,13,15,14,1,3166,6,2173.43,NA,0,2,1,3,baixo valor
2728,3065,29,34,32,31.666666666666668,2.516611478423583,2878,7,1833.15,NA,0,2,1,3,baixo valor
2730,3241,451,11,30,164,248.7307781518001,1714,78,97064.29,NA,2,1,2,5,médio valor
2731,3241,35,897,29,320.3333333333333,499.41699343668046,1904,27,8832.43,NA,2,2,1,5,médio valor
2732,3241,99,20,36,51.666666666666664,41.76521678781679,1,65,19680.07,34,3,1,1,5,médio valor
2734,3234,7,21,21,16.333333333333332,8.082903768654761,1974,89,78268.9,NA,2,1,1,4,baixo valor
2735,3240,19,18,3,13.333333333333334,8.962886439832502,1806,359,573488.98,NA,2,3,0,5,médio valor
2737,3235,62,45,48,51.666666666666664,9.0737717258774655,1799,14,5806.65,NA,2,2,1,5,médio valor
2739,3180,14,350,8,124,195.74473172987314,554,43,28622.29,NA,3,2,1,6,médio valor
2741,3221,3,31,15,16.333333333333332,14.047538337136986,2739,30,9581.18,NA,0,2,1,3,baixo valor
2742,3240,20,23,27,23.333333333333332,3.5118845842842465,3044,8,1315.01,NA,0,2,1,3,baixo valor
2746,3234,126,14,49,63,57.29746940310715,2597,13,2682,NA,0,2,1,3,baixo valor
2747,3192,995,42,90,375.6666666666667,536.8950859649707,616,95,74183.74,NA,1,1,1,3,baixo valor
2749,3229,85,19,18,40.666666666666664,38.397048497681865,2050,46,14214.72,NA,2,2,1,5,médio valor
2750,3228,61,69,84,71.33333333333333,11.67618659209133,2941,5,866.3,NA,0,2,1,3,baixo valor
2751,3220,6,1,4,3.6666666666666665,2.516611478423583,3067,31,50674.69,NA,0,2,1,3,baixo valor
2752,3227,4,37,35,25.333333333333332,18.502252115170556,3095,6,3886.14,NA,0,2,1,3,baixo valor
2753,3227,15,6,9,10,4.58257569495584,2827,40,41871.56,NA,0,2,1,3,baixo valor
2754,3222,23,11,24,19.333333333333332,7.234178138070235,2261,33,186327.3,NA,2,2,2,6,médio valor
2755,3227,85,73,320,159.33333333333334,139.27071958359852,2658,5,976,NA,0,2,1,3,baixo valor
2758,3222,8,14,19,13.666666666666666,5.507570547286102,3032,17,5144.43,NA,0,2,1,3,baixo valor
2761,3148,15,17,30,20.666666666666668,8.144527815247077,3025,9,14467.11,NA,0,2,1,3,baixo valor
2763,3221,23,27,27,25.666666666666668,2.309401076758503,21,59,18209.85,28,3,1,1,5,médio valor
2764,3221,17,7,11,11.666666666666666,5.033222956847166,9,171,65755.81,14,3,1,1,5,médio valor
2765,3221,13,16,13,14,1.7320508075688772,3066,9,1779.97,NA,0,2,1,3,baixo valor
2766,3219,6,9,6,7,1.7320508075688772,3017,9,1652.76,NA,0,2,1,3,baixo valor
2767,3215,21,19,17,19,2,1939,34,12704.58,NA,2,2,1,5,médio valor
2768,3214,23,21,12,18.666666666666668,5.8594652770823155,2329,53,11026.94,NA,2,2,1,5,médio valor
2769,3214,78,138,22,79.33333333333333,58.011493114152245,2626,38,6862.41,NA,0,2,1,3,baixo valor
2771,3003,13,9,836,286,476.3181709739825,1884,8,4862.45,NA,2,2,1,5,médio valor
2773,3212,17,4,4,8.333333333333334,7.505553499465135,2973,19,4871.09,NA,0,2,1,3,baixo valor
2774,3213,15,19,22,18.666666666666668,3.5118845842842465,3080,7,2909.02,NA,0,2,1,3,baixo valor
2775,3212,164,19,83,88.66666666666667,72.66590213665096,264,299,217430.07,NA,3,3,2,8,alto valor
2778,3208,147,1,2,50,84.00595217006948,3058,4,4787,NA,0,2,1,3,baixo valor
2779,3087,345,2,6,117.66666666666667,196.8866001873498,2063,76,87812.91,NA,2,1,1,4,baixo valor
2789,3192,19,31,10,20,10.535653752852738,2108,25,17522.17,NA,2,2,1,5,médio valor
2790,3192,43,36,33,37.333333333333336,5.131601439446884,2408,23,12267.85,NA,2,2,1,5,médio valor
2791,3192,34,12,20,22,11.135528725660043,2459,6,1640,NA,2,2,1,5,médio valor
2793,3192,7,7,7,7,0,2,496,340637.97,7,3,0,2,5,médio valor
2797,3187,26,35,28,29.666666666666668,4.725815626252608,2948,10,2261.52,NA,0,2,1,3,baixo valor
2799,3190,79,40,247,122,109.99545445153632,2814,5,4958.15,NA,0,2,1,3,baixo valor
2803,3184,62,109,32,67.66666666666667,38.81151032017864,2428,8,14692.28,NA,2,2,1,5,médio valor
2804,3184,181,858,105,381.3333333333333,414.55076086449697,1609,11,3334.12,NA,2,2,1,5,médio valor
2805,3183,5,34,7,15.333333333333334,16.19670748434179,2283,16,3551.93,NA,2,2,1,5,médio valor
2806,3180,54,115,335,168,147.80730699123097,2514,5,5294.44,NA,2,2,1,5,médio valor
2808,3180,47,9,91,49,41.036569057366385,2885,6,1860.2,NA,0,2,1,3,baixo valor
2809,3179,28,16,14,19.333333333333332,7.571877794400365,3121,4,950.15,NA,0,2,1,3,baixo valor
2811,3178,36,28,37,33.666666666666664,4.932882862316247,2560,11,4758.63,NA,2,2,1,5,médio valor
2812,3178,49,7,7,21,24.24871130596428,1058,297,163483.88999999998,NA,1,3,2,6,médio valor
2813,3177,112,47,42,67,39.05124837953327,1365,112,109139.05,NA,1,1,2,4,baixo valor
2815,3176,25,28,24,25.666666666666668,2.0816659994661326,2217,28,12163.18,NA,2,2,1,5,médio valor
2816,3137,23,16,27,22,5.5677643628300215,12,105,58749.11,20,3,1,1,5,médio valor
2817,3151,195,10,10,71.66666666666667,106.80979980008077,2856,12,5098.26,NA,0,2,1,3,baixo valor
2818,3171,239,1303,371,637.6666666666666,579.963217224449,440,23,22022.5,NA,3,2,1,6,médio valor
2819,3170,12,22,981,338.3333333333333,556.5881182107046,1800,11,10505.8,NA,2,2,1,5,médio valor
2820,3169,11,31,1,14.333333333333334,15.275252316519467,791,175,211723.84,NA,1,1,2,4,baixo valor
2821,3166,44,33,29,35.333333333333336,7.767453465154029,1595,69,26295.28,NA,2,1,1,4,baixo valor
2822,3165,9,6,35,16.666666666666668,15.947831618540915,1895,63,14187.7,NA,2,1,1,4,baixo valor
2823,3093,182,140,43,121.66666666666667,71.29048557369583,2402,13,4071.6,NA,2,2,1,5,médio valor
2824,3165,73,95,74,80.66666666666667,12.42309676905615,2543,10,5411.65,NA,2,2,1,5,médio valor
2827,3155,29,307,2798,1044.6666666666667,1524.7800934342413,21,4,4140.66,63,3,2,1,6,médio valor
2829,3158,43,14,167,74.66666666666667,81.26704949321916,2891,6,3344.37,NA,0,2,1,3,baixo valor
2830,3156,46,10,4,20,22.715633383201094,2672,8,1808.39,NA,0,2,1,3,baixo valor
2831,3158,505,2073,92,890,1045.1119557253185,447,6,1759.9099999999999,NA,3,2,1,6,médio valor
2833,3158,27,21,28,25.333333333333332,3.7859388972001824,3011,6,2153.5299999999997,NA,0,2,1,3,baixo valor
2844,3152,19,23,21,21,2,3047,7,1476.6100000000001,NA,0,2,1,3,baixo valor
2845,3151,16,1,5,7.333333333333333,7.767453465154029,3114,5,1464.32,NA,0,2,1,3,baixo valor
2847,3144,56,21,28,35,18.520259177452136,1450,52,11694.15,NA,1,2,1,4,baixo valor
2848,3150,26,504,176,235.33333333333334,244.4613125493139,1093,86,31362.91,NA,1,1,1,3,baixo valor
2850,3150,62,9,42,37.666666666666664,26.764404221527766,8,170,57752.93,29,3,1,1,5,médio valor
2854,3148,1,20,29,16.666666666666668,14.294521094927712,671,14,18789.97,NA,1,2,1,4,baixo valor
2857,3145,29,34,36,33,3.605551275463989,0,94,130279.23,37,3,1,2,6,médio valor
2859,3142,5,2,13,6.666666666666667,5.686240703077327,2787,10,7445.77,NA,0,2,1,3,baixo valor
2860,3142,20,84,34,46,33.645207682521445,3004,4,1932.55,NA,0,2,1,3,baixo valor
2863,3138,24,33,27,28,4.58257569495584,2750,14,2478.77,NA,0,2,1,3,baixo valor
2864,3138,344,170,84,199.33333333333334,132.4587986255852,1819,19,2115.12,NA,2,2,1,5,médio valor
2868,3137,1,116,105,74,63.45864795282043,1170,19,20717.12,NA,1,2,1,4,baixo valor
2869,3135,7,2819,41,955.6666666666666,1613.783545997831,148,8,4934.56,NA,3,2,1,6,médio valor
2871,3135,10,4,2,5.333333333333333,4.163331998932265,2645,25,40968.7,NA,0,2,1,3,baixo valor
2872,3135,30,34,47,37,8.888194417315589,1322,17,3772.37,NA,1,2,1,4,baixo valor
2873,3135,12,15,17,14.666666666666666,2.516611478423583,21,293,300378.77999999997,76,3,3,2,8,alto valor
2875,3130,10,14,16,13.333333333333334,3.0550504633038935,2886,15,68041.73,NA,0,2,1,3,baixo valor
2880,3130,52,38,29,39.666666666666664,11.590225767142474,2977,5,2326.84,NA,0,2,1,3,baixo valor
2882,3122,76,60,86,74,13.114877048604,2774,10,2850.01,NA,0,2,1,3,baixo valor
2884,3127,19,13,6,12.666666666666666,6.506407098647712,2816,30,29563.54,NA,0,2,1,3,baixo valor
2885,3093,45,4,1,16.666666666666668,24.583192089989726,1833,53,22017.87,NA,2,2,1,5,médio valor
2886,3127,56,51,21,42.666666666666664,18.929694486000912,2639,24,1427.85,NA,0,2,1,3,baixo valor
2887,3124,31,20,21,24,6.082762530298219,2988,7,8053.4400000000005,NA,0,2,1,3,baixo valor
2889,3123,18,22,2,14,10.583005244258363,163,29,14779.23,NA,3,2,1,6,médio valor
2893,2175,37,29,41,35.666666666666664,6.110100926607787,19,33,6818.36,25,3,2,1,6,médio valor
2898,3109,1,2,13,5.333333333333333,6.658328118479393,440,10,7404.38,NA,3,2,1,6,médio valor
2900,3109,12,9,5,8.666666666666666,3.5118845842842465,3060,8,1538.1,NA,0,2,1,3,baixo valor
2902,3108,5,9,4,6,2.6457513110645907,1744,201,67929.18,NA,2,3,1,6,médio valor
2904,3107,11,14,14,13,1.7320508075688772,3054,5,9853.9,NA,0,2,1,3,baixo valor
2906,3103,14,29,19,20.666666666666668,7.637626158259733,2107,28,25387.7,NA,2,2,1,5,médio valor
2907,3102,57,54,43,51.333333333333336,7.371114795831994,2752,8,5389.03,NA,0,2,1,3,baixo valor
2908,3102,33,9,10,17.333333333333332,13.576941236277534,2263,65,152138.21,NA,2,1,2,5,médio valor
2909,3100,29,26,162,72.33333333333333,77.6680972686555,2807,6,3743.06,NA,0,2,1,3,baixo valor
2911,3099,19,23,20,20.666666666666668,2.0816659994661326,1136,87,33584.35,NA,1,1,1,3,baixo valor
2912,3099,22,10,28,20,9.16515138991168,2115,46,59462.49,NA,2,2,1,5,médio valor
2914,3095,205,14,14,77.66666666666667,110.27390141521852,2834,7,1226.17,NA,0,2,1,3,baixo valor
2915,3082,2,29,3,11.333333333333334,15.30795000427338,2827,11,7269.08,NA,0,2,1,3,baixo valor
2916,3092,24,6,1280,436.6666666666667,730.4035414298957,41,12,5981.55,NA,3,2,1,6,médio valor
2917,2795,21,14,20,18.333333333333332,3.7859388972001824,632,83,24759.03,NA,1,1,1,3,baixo valor
