CODCLI,dcadastro_dias,d1,d2,d3,dmedia,ddesvio,r,f,v,Y,clr,clf,clv,rfv,cluster
4668,2151,7,5,2,4.666666666666667,2.516611478423583,2,176,45497.8,7,3,1,1,5,médio valor
4669,2151,7,7,12,8.666666666666666,2.886751345948129,2,194,55602.45,7,3,3,1,7,alto valor
4674,2149,28,110,21,53,49.48737212663449,714,38,30533.5,NA,1,2,1,4,baixo valor
4676,2142,13,129,425,189,212.45234759823202,826,19,5430.9,NA,1,2,1,4,baixo valor
4677,2142,14,7,21,14,7,1785,21,9387.09,NA,2,2,1,5,médio valor
4678,2142,22,17,19,19.333333333333332,2.516611478423583,2084,4,1372.1,NA,2,2,1,5,médio valor
4679,2142,35,24,20,26.333333333333332,7.767453465154029,6,115,47688.58,33,3,1,1,5,médio valor
4680,2141,7,90,34,43.666666666666664,42.335957923889396,1290,17,4002.08,NA,1,2,1,4,baixo valor
4681,2137,67,42,35,48,16.822603841260722,1163,38,48804.64,NA,1,2,1,4,baixo valor
4684,2129,73,89,57,73,16,1629,15,2775.05,NA,2,2,1,5,médio valor
4686,2136,50,11,14,25,21.702534414210707,1730,20,6116.07,NA,2,2,1,5,médio valor
4687,2135,150,13,27,63.333333333333336,75.38125319556138,215,68,63786.47,NA,3,1,1,5,médio valor
4690,2127,14,7,7,9.333333333333334,4.041451884327381,2099,4,1424.23,NA,2,2,1,5,médio valor
4691,2130,97,99,91,95.66666666666667,4.163331998932265,1843,4,637.59,NA,2,2,1,5,médio valor
4692,2115,1,1,1,1,0,2091,6,2005.28,NA,2,2,1,5,médio valor
4693,2129,49,7,14,23.333333333333332,22.501851775650227,2059,4,680.3,NA,2,2,1,5,médio valor
4694,2129,12,66,15,31,30.347981810987037,1967,10,2883.39,NA,2,2,1,5,médio valor
4697,2127,39,30,14,27.666666666666668,12.662279942148386,2001,9,2532.57,NA,2,2,1,5,médio valor
4699,2126,20,7,5,10.666666666666666,8.144527815247077,366,68,14662.89,NA,3,1,1,5,médio valor
4700,824,10,6,41,19,19.157244060668017,12,41,16380.6,14,3,2,1,6,médio valor
4702,2123,18,44,33,31.666666666666668,13.051181300301263,205,83,22480.79,NA,3,1,1,5,médio valor
4703,2122,19,70,16,35,30.347981810987037,1521,19,9941.25,NA,2,2,1,5,médio valor
4706,2099,17,5,14,12,6.244997998398398,727,64,18437.89,NA,1,1,1,3,baixo valor
4710,2112,91,42,10,47.666666666666664,40.796241656963126,1234,41,18025.04,NA,1,2,1,4,baixo valor
4711,2116,1,1,2,1.3333333333333333,0.5773502691896257,390,40,11222.82,NA,3,2,1,6,médio valor
4714,2112,18,21,14,17.666666666666668,3.5118845842842465,2038,5,3238.46,NA,2,2,1,5,médio valor
4715,2105,917,171,13,367,482.8208777590298,331,31,33773.47,NA,3,2,1,6,médio valor
4716,2113,9,6,13,9.333333333333334,3.5118845842842465,1820,28,6131.9800000000005,NA,2,2,1,5,médio valor
4718,2105,165,23,183,123.66666666666667,87.64321612842224,1072,21,58166.45,NA,1,2,1,4,baixo valor
4724,2107,8,14,13,11.666666666666666,3.2145502536643185,21,97,20767.38,NA,3,1,1,5,médio valor
4725,2106,104,91,63,86,20.952326839756964,1218,12,20287.16,NA,1,2,1,4,baixo valor
4726,2105,5,1,7,4.333333333333333,3.0550504633038935,1422,66,13143.11,NA,1,1,1,3,baixo valor
4728,2015,49,10,7,22,23.430749027719962,1035,34,11710.83,NA,1,2,1,4,baixo valor
4730,2102,35,18,4,19,15.524174696260024,26,17,5893.3099999999995,32,3,2,1,6,médio valor
4731,2101,9,22,18,16.333333333333332,6.658328118479393,1902,9,3378.21,NA,2,2,1,5,médio valor
4732,2102,14,8,13,11.666666666666666,3.2145502536643185,1,165,76016.19,6,3,1,1,5,médio valor
4733,2098,1,7,7,5,3.4641016151377544,1069,168,128207.75,NA,1,1,2,4,baixo valor
4734,2099,25,44,30,33,9.848857801796104,848,40,14066.45,NA,1,2,1,4,baixo valor
4735,2100,11,32,30,24.333333333333332,11.590225767142474,348,28,25597.62,NA,3,2,1,6,médio valor
4736,2099,2,23,14,13,10.535653752852738,1930,13,5412.0599999999995,NA,2,2,1,5,médio valor
4738,2098,33,35,44,37.333333333333336,5.8594652770823155,1941,5,3242.2,NA,2,2,1,5,médio valor
4740,2095,21,38,25,28,8.888194417315589,23,85,40550.59,42,3,1,1,5,médio valor
4744,2081,283,384,56,241,167.98511838850487,1273,6,1480.05,NA,1,2,1,4,baixo valor
4745,1981,187,41,44,90.66666666666667,83.4405976328869,526,7,1481.75,NA,3,2,1,6,médio valor
4750,443,14,6,8,9.333333333333334,4.163331998932265,246,19,8886.37,NA,3,2,1,6,médio valor
4751,2066,26,1586,90,567.3333333333334,882.7713935857536,364,4,1102.08,NA,3,2,1,6,médio valor
4753,2084,30,20,33,27.666666666666668,6.8068592855540455,1511,34,8460.45,NA,2,2,1,5,médio valor
4756,2084,18,10,12,13.333333333333334,4.163331998932265,1674,54,32201.29,NA,2,2,1,5,médio valor
4757,2084,4,38,14,18.666666666666668,17.473789896108208,1979,7,2137.23,NA,2,2,1,5,médio valor
4758,2084,125,57,34,72,47.31807265728392,1827,5,2655,NA,2,2,1,5,médio valor
4759,2080,6,1860,150,672,1031.3544492559288,15,6,1193.6,31,3,2,1,6,médio valor
4760,2023,44,67,78,63,17.349351572897472,1834,4,931.12,NA,2,2,1,5,médio valor
4761,2057,13,37,29,26.333333333333332,12.220201853215574,1897,6,1066.1399999999999,NA,2,2,1,5,médio valor
4763,2078,85,140,67,97.33333333333333,38.03068936179481,1653,6,1650.19,NA,2,2,1,5,médio valor
4765,2074,357,23,15,131.66666666666666,195.18538196630743,1160,33,28041.02,NA,1,2,1,4,baixo valor
4766,2072,8,7,12,9,2.6457513110645907,0,215,106031.98,7,3,3,2,8,alto valor
4767,2045,49,45,34,42.666666666666664,7.767453465154029,48,93,52693.68,74,3,1,1,5,médio valor
4768,2073,16,12,22,16.666666666666668,5.033222956847166,0,152,79482.09,16,3,1,1,5,médio valor
4776,2067,54,14,12,26.666666666666668,23.692474191889147,1899,10,5425.21,NA,2,2,1,5,médio valor
4777,2064,18,553,7,192.66666666666666,312.10628531532865,1486,4,5182.55,NA,1,2,1,4,baixo valor
4780,2065,52,490,35,192.33333333333334,257.9269922542682,846,25,5535.66,NA,1,2,1,4,baixo valor
4782,2064,1,5,1,2.3333333333333335,2.309401076758503,1,461,673851.01,3,3,0,0,3,baixo valor
4784,2060,27,63,44,44.666666666666664,18.009256878986797,1463,16,5404.45,NA,1,2,1,4,baixo valor
4786,2002,2,32,10,14.666666666666666,15.534906930308058,1588,12,2672.73,NA,2,2,1,5,médio valor
4790,2063,2,48,20,23.333333333333332,23.18045153428495,1862,15,4043.84,NA,2,2,1,5,médio valor
4791,2063,147,128,407,227.33333333333334,155.8856418446976,1272,6,1346.17,NA,1,2,1,4,baixo valor
4796,2058,2,2,60,21.333333333333332,33.48631561299829,12,57,22017.65,52,3,1,1,5,médio valor
4802,2053,112,488,1369,656.3333333333334,645.1855030402754,84,4,1222.85,NA,3,2,1,6,médio valor
4803,2053,83,7,17,35.666666666666664,41.295681775862874,84,8,3100,NA,3,2,1,6,médio valor
4807,2052,9,7,6,7.333333333333333,1.5275252316519468,2015,7,1463.31,NA,2,2,1,5,médio valor
4808,2051,46,34,59,46.333333333333336,12.503332889007368,1885,5,1122,NA,2,2,1,5,médio valor
4809,2051,45,1,42,29.333333333333332,24.583192089989726,740,40,39211.96,NA,1,2,1,4,baixo valor
4814,2049,61,5,2,22.666666666666668,33.231511150312336,786,5,1892.25,NA,1,2,1,4,baixo valor
4818,2042,8,6,14,9.333333333333334,4.163331998932265,707,185,56067.22,NA,1,3,1,5,médio valor
4820,1940,8,1,26,11.666666666666666,12.897028081435403,651,23,13956.49,NA,1,2,1,4,baixo valor
4821,2045,14,28,36,26,11.135528725660043,1967,4,922.2,NA,2,2,1,5,médio valor
4824,2044,14,14,7,11.666666666666666,4.041451884327381,2002,5,1393.2,NA,2,2,1,5,médio valor
4829,2043,111,9,11,43.666666666666664,58.32095106677645,1807,6,2618.3,NA,2,2,1,5,médio valor
4831,2042,71,49,13,44.333333333333336,29.280255007997,1889,5,3161.9,NA,2,2,1,5,médio valor
4832,2042,23,14,15,17.333333333333332,4.932882862316247,55,56,28277.21,NA,3,1,1,5,médio valor
4833,2042,43,21,25,29.666666666666668,11.718930554164631,869,19,4098.77,NA,1,2,1,4,baixo valor
4836,2002,38,21,9,22.666666666666668,14.571661996262929,1346,26,5498.38,NA,1,2,1,4,baixo valor
4838,2031,36,28,7,23.666666666666668,14.977761292440647,1721,16,4577.63,NA,2,2,1,5,médio valor
4839,2037,59,6,44,36.333333333333336,27.31910198621714,1923,5,1221.9,NA,2,2,1,5,médio valor
4843,2029,99,2,6,35.666666666666664,54.88472768752099,1657,12,3708.06,NA,2,2,1,5,médio valor
4846,2037,13,1,1,5,6.928203230275509,6,108,347111.76,7,3,1,2,6,médio valor
4849,2036,49,36,14,33,17.69180601295413,13,131,37650.18,35,3,1,1,5,médio valor
4854,2032,11,2,25,12.666666666666666,11.590225767142474,870,49,44687.03,NA,1,2,1,4,baixo valor
4860,2029,846,55,67,322.6666666666667,453.25967538854957,875,7,6091.5599999999995,NA,1,2,1,4,baixo valor
4861,2029,7,41,7,18.333333333333332,19.629909152447276,281,24,17014.17,NA,3,2,1,6,médio valor
4862,1910,116,38,154,102.66666666666667,59.138256089720244,1426,8,2248,NA,1,2,1,4,baixo valor
4863,2029,16,14,18,16,2,1196,60,31735.41,NA,1,1,1,3,baixo valor
4870,2022,21,34,12,22.333333333333332,11.060440015358038,1780,20,11277.9,NA,2,2,1,5,médio valor
4871,2023,12,2,19,11,8.54400374531753,1,363,432436.99,3,3,3,2,8,alto valor
4873,1031,22,7,7,12,8.660254037844387,799,22,17321.57,NA,1,2,1,4,baixo valor
4874,2022,12,13,35,20,13,9,47,23826.059999999998,24,3,2,1,6,médio valor
4876,2018,43,29,28,33.333333333333336,8.386497083606082,1714,8,1256.28,NA,2,2,1,5,médio valor
4877,938,13,57,33,34.333333333333336,22.03028218914441,673,13,12573.94,NA,1,2,1,4,baixo valor
4878,1041,221,8,41,90,114.64292389851194,407,23,15980.31,NA,3,2,1,6,médio valor
4879,831,27,13,373,137.66666666666666,203.92482274929978,289,10,6345.23,NA,3,2,1,6,médio valor
4880,1896,12,17,7,12,5,651,21,10193.43,NA,1,2,1,4,baixo valor
4882,952,6,49,47,34,24.269322199023193,211,50,75223.26,NA,3,2,1,6,médio valor
4883,1016,39,35,35,36.333333333333336,2.309401076758503,667,11,3974.58,NA,1,2,1,4,baixo valor
4884,961,36,12,41,29.666666666666668,15.50268793897798,743,5,1417.33,NA,1,2,1,4,baixo valor
4886,1049,58,38,16,37.333333333333336,21.007935008784973,679,9,5669.92,NA,1,2,1,4,baixo valor
4888,2018,14,162,54,76.66666666666667,76.55934517309649,1541,13,21683.73,NA,2,2,1,5,médio valor
4890,2017,14,63,35,37.333333333333336,24.583192089989726,8,77,32313.41,28,3,1,1,5,médio valor
4891,2017,217,56,76,116.33333333333333,87.751543196307,1450,11,1869.23,NA,1,2,1,4,baixo valor
4892,1995,50,50,36,45.333333333333336,8.082903768654761,1699,8,849.1,NA,2,2,1,5,médio valor
4893,2015,15,17,28,20,7,281,78,70630.35,NA,3,1,1,5,médio valor
4897,2015,3,1,3,2.3333333333333335,1.1547005383792515,670,181,242606.55,NA,1,3,2,6,médio valor
4900,2011,7,1,7,5,3.4641016151377544,343,28,41230.22,NA,3,2,1,6,médio valor
4901,2011,1,14,8,7.666666666666667,6.506407098647712,1946,7,2468.21,NA,2,2,1,5,médio valor
4903,2011,28,21,305,118,161.9845671661347,1202,9,5718.1,NA,1,2,1,4,baixo valor
4906,2010,20,148,13,60.333333333333336,76.00219295081776,1142,35,33963.42,NA,1,2,1,4,baixo valor
4908,2003,224,203,63,163.33333333333334,87.52333022305157,1471,5,1040.44,NA,1,2,1,4,baixo valor
4915,2003,21,189,20,76.66666666666667,97.28480525412658,113,74,97763.1,NA,3,1,2,6,médio valor
4916,1995,26,1044,91,387,569.9061326218556,491,43,32600.42,NA,3,2,1,6,médio valor
4922,1994,12,9,371,130.66666666666666,208.14017712429606,1353,8,2348.86,NA,1,2,1,4,baixo valor
4923,1995,29,21,14,21.333333333333332,7.505553499465135,1014,102,38467.3,NA,1,1,1,3,baixo valor
4924,1996,223,13,14,83.33333333333333,120.95591483401435,1652,9,2196.1,NA,2,2,1,5,médio valor
4928,1990,17,35,42,31.333333333333332,12.897028081435403,27,78,139779.37,63,3,1,2,6,médio valor
4930,1995,924,15,22,320.3333333333333,522.8023845903281,217,10,8813.39,NA,3,2,1,6,médio valor
4931,1994,167,120,39,108.66666666666667,64.74823034904763,1163,28,19010.01,NA,1,2,1,4,baixo valor
4932,1994,2,5,5,4,1.7320508075688772,0,164,94456.59,2,3,1,1,5,médio valor
4934,1980,32,35,35,34,1.7320508075688772,1878,4,1146,NA,2,2,1,5,médio valor
4935,1993,1,8,30,13,15.132745950421556,1139,16,4704.75,NA,1,2,1,4,baixo valor
4936,1989,35,29,41,35,6,1624,11,2538.16,NA,2,2,1,5,médio valor
4940,1989,146,16,35,65.66666666666667,70.2163323830954,1708,7,1910.93,NA,2,2,1,5,médio valor
4941,1989,20,9,13,14,5.5677643628300215,0,42,13426.17,22,3,2,1,6,médio valor
4943,1989,122,56,85,87.66666666666667,33.08070938376826,1293,20,4972.92,NA,1,2,1,4,baixo valor
4944,1983,21,148,50,73,66.55073252789934,1764,4,1068.89,NA,2,2,1,5,médio valor
4945,1989,8,8,7,7.666666666666667,0.5773502691896257,98,272,303192.3,NA,3,3,2,8,alto valor
4946,1987,49,1069,29,382.3333333333333,594.7548514584252,715,13,8242.029999999999,NA,1,2,1,4,baixo valor
4947,1988,12,9,18,13,4.58257569495584,1948,5,2245.75,NA,2,2,1,5,médio valor
4949,1987,14,265,15,98,144.62710672622887,450,194,70272.73,NA,3,3,1,7,alto valor
4953,1969,91,359,5,151.66666666666666,184.63296924800113,1455,5,1287.01,NA,1,2,1,4,baixo valor
4954,1981,5,15,21,13.666666666666666,8.082903768654761,1094,46,10546.11,NA,1,2,1,4,baixo valor
4955,1981,134,23,13,56.666666666666664,67.15901527965798,1811,4,823,NA,2,2,1,5,médio valor
4956,1041,7,28,21,18.666666666666668,10.692676621563626,0,20,11994.07,44,3,2,1,6,médio valor
4958,1948,1,10,10,7,5.196152422706632,1884,7,1642.46,NA,2,2,1,5,médio valor
4959,1981,8,49,7,21.333333333333332,23.96525262402492,1231,5,960.74,NA,1,2,1,4,baixo valor
4960,1980,25,64,21,36.666666666666664,23.75570107012911,1758,12,8944.01,NA,2,2,1,5,médio valor
4961,1965,142,22,5,56.333333333333336,74.67485074195551,97,54,83841.75,NA,3,2,1,6,médio valor
4964,1975,5,39,63,35.666666666666664,29.143323992525858,1701,10,9364.92,NA,2,2,1,5,médio valor
4965,1975,7,7,7,7,0,1,124,56427.77,7,3,1,1,5,médio valor
4966,1960,76,1094,5,391.6666666666667,609.2736112235071,707,7,3242.7799999999997,NA,1,2,1,4,baixo valor
4968,1974,145,86,77,102.66666666666667,36.93688310257558,548,29,11505.01,NA,3,2,1,6,médio valor
4969,1974,42,17,12,23.666666666666668,16.072751268321593,1259,39,12597.35,NA,1,2,1,4,baixo valor
4970,1974,99,7,7,37.666666666666664,53.11622476544557,573,19,7394.68,NA,1,2,1,4,baixo valor
4971,1637,6,158,134,99.33333333333333,81.71495171223766,1339,4,981,NA,1,2,1,4,baixo valor
4973,1974,22,31,11,21.333333333333332,10.016652800877813,1751,13,2774.34,NA,2,2,1,5,médio valor
4976,1973,22,14,31,22.333333333333332,8.504900548115382,1853,18,9441.02,NA,2,2,1,5,médio valor
4977,1968,11,6,15,10.666666666666666,4.509249752822894,2,123,108201,23,3,1,2,6,médio valor
4979,1968,48,36,14,32.666666666666664,17.243356208503418,1645,17,8353.76,NA,2,2,1,5,médio valor
4980,1968,77,10,86,57.666666666666664,41.525092815469215,800,66,36444.66,NA,1,1,1,3,baixo valor
4981,1562,15,34,22,23.666666666666668,9.60902353693305,862,47,15986.78,NA,1,2,1,4,baixo valor
4984,1968,118,30,35,61,49.42671342502959,1785,4,860.87,NA,2,2,1,5,médio valor
4985,1968,146,841,238,408.3333333333333,377.5133551721493,743,4,682.2,NA,1,2,1,4,baixo valor
4986,1967,71,54,51,58.666666666666664,10.785793124908958,680,10,2475.08,NA,1,2,1,4,baixo valor
4987,1961,322,42,21,128.33333333333334,168.04860408028784,1121,15,3201.2,NA,1,2,1,4,baixo valor
4988,1959,14,28,23,21.666666666666668,7.094598884597588,1210,67,127414.56,NA,1,1,2,4,baixo valor
4990,1960,9,48,23,26.666666666666668,19.75685535031659,1791,7,1600,NA,2,2,1,5,médio valor
4992,1959,156,40,9,68.33333333333333,77.48763342194245,504,6,1414.85,NA,3,2,1,6,médio valor
4993,1959,123,132,16,90.33333333333333,64.53164598345012,1164,18,4931.76,NA,1,2,1,4,baixo valor
4997,1958,91,174,65,110,56.929781309961136,1189,17,9408.37,NA,1,2,1,4,baixo valor
5000,1954,23,6,29,19.333333333333332,11.930353445448855,27,86,114164.1,36,3,1,2,6,médio valor
5002,1954,169,68,89,108.66666666666667,53.29477773040557,1100,9,1605.84,NA,1,2,1,4,baixo valor
5008,1954,20,52,26,32.666666666666664,17.009801096230763,20,95,31657.9,42,3,1,1,5,médio valor
5009,1953,135,13,20,56,68.5054742338158,1433,35,57583.17,NA,1,2,1,4,baixo valor
5010,1953,7,34,115,52,56.20498198558558,1582,12,2753.42,NA,2,2,1,5,médio valor
5012,1952,64,21,1,28.666666666666668,32.19213154380016,1636,11,3228.26,NA,2,2,1,5,médio valor
5013,1951,41,31,33,35,5.291502622129181,0,89,66354.17,30,3,1,1,5,médio valor
5015,1948,8,8,11,9,1.7320508075688772,350,150,30823.07,NA,3,1,1,5,médio valor
5018,1945,128,39,13,60,60.30754513325841,133,75,32216.920000000002,NA,3,1,1,5,médio valor
5019,1947,54,28,16,32.666666666666664,19.42506971244462,1813,6,1776.26,NA,2,2,1,5,médio valor
5020,1933,21,14,77,37.333333333333336,34.53018003621373,1786,5,3346.13,NA,2,2,1,5,médio valor
5021,1945,107,191,109,135.66666666666666,47.93050524804984,1279,9,2677.29,NA,1,2,1,4,baixo valor
5022,1926,26,9,22,19,8.888194417315589,1190,33,14759.69,NA,1,2,1,4,baixo valor
5025,1941,76,1,47,41.333333333333336,37.819747927945436,1514,11,1964.7,NA,2,2,1,5,médio valor
5030,1939,121,63,196,126.66666666666667,66.68083182844477,47,38,14156,NA,3,2,1,6,médio valor
5033,1939,6,64,65,45,33.77869150810907,272,100,87095.23,NA,3,1,1,5,médio valor
5034,1939,33,1,9,14.333333333333334,16.65332799572906,1,243,323370.95,3,3,3,2,8,alto valor
5035,1939,30,25,29,28,2.6457513110645907,1855,4,831.4300000000001,NA,2,2,1,5,médio valor
5040,1933,238,234,191,221,26.057628441590765,1017,5,1219.36,NA,1,2,1,4,baixo valor
5041,1923,20,42,35,32.333333333333336,11.239810200058244,35,40,7862.31,NA,3,2,1,6,médio valor
5045,1926,545,209,44,266,255.31744946242904,897,11,2039.48,NA,1,2,1,4,baixo valor
5047,1925,99,48,266,137.66666666666666,114.02777439436996,1512,4,3299.42,NA,2,2,1,5,médio valor
5048,1911,7,7,8,7.333333333333333,0.5773502691896257,1,233,108690.76,7,3,3,2,8,alto valor
5050,1924,43,19,11,24.333333333333332,16.65332799572906,1322,18,6014.87,NA,1,2,1,4,baixo valor
5052,1919,5,2,50,19,26.888659319497503,1,25,7597.2699999999995,NA,3,2,1,6,médio valor
5054,1913,31,6,2,13,15.716233645501712,1552,10,6736.3,NA,2,2,1,5,médio valor
5055,1920,70,89,433,197.33333333333334,204.3143003642509,113,11,3148.7,NA,3,2,1,6,médio valor
5056,1919,15,23,537,191.66666666666666,299.0941880634482,1279,6,2203.45,NA,1,2,1,4,baixo valor
5057,1919,14,7,11,10.666666666666666,3.5118845842842465,19,63,43912.56,20,3,1,1,5,médio valor
5059,1919,22,7,11,13.333333333333334,7.767453465154029,1071,134,31975.54,NA,1,1,1,3,baixo valor
5061,1918,2,34,32,22.666666666666668,17.925772879665004,1750,8,2684.6800000000003,NA,2,2,1,5,médio valor
5062,1918,66,190,80,112,67.91170738539859,33,18,5019.35,90,3,2,1,6,médio valor
5065,1918,36,55,42,44.333333333333336,9.71253485622231,1611,8,3412.15,NA,2,2,1,5,médio valor
5066,1906,7,7,23,12.333333333333334,9.237604307034012,468,9,2752.09,NA,3,2,1,6,médio valor
5067,1917,85,157,63,101.66666666666667,49.16638417997945,1450,9,2273.13,1477,1,2,1,4,baixo valor
5069,1913,61,44,16,40.333333333333336,22.72296928953902,1554,13,10092.93,NA,2,2,1,5,médio valor
5071,1913,15,21,15,17,3.4641016151377544,98,91,55083.09,NA,3,1,1,5,médio valor
5072,1912,8,12,8,9.333333333333334,2.309401076758503,36,202,240391.96,64,3,3,2,8,alto valor
5075,1912,7,8,83,32.666666666666664,43.592812863284394,6,51,19470.079999999998,7,3,2,1,6,médio valor
5077,1027,14,1,32,15.666666666666666,15.56705923844749,735,12,11548.41,NA,1,2,1,4,baixo valor
5078,1908,13,34,13,20,12.12435565298214,310,59,12987.37,NA,3,1,1,5,médio valor
5079,1909,98,3,1,34,55.4346462061408,1146,33,13039.61,NA,1,2,1,4,baixo valor
5080,1905,7,8,35,16.666666666666668,15.88500340992514,6,63,35165.7,7,3,1,1,5,médio valor
5082,1899,177,12,50,79.66666666666667,86.40794716536976,1224,34,9955.2,NA,1,2,1,4,baixo valor
5083,1906,46,59,46,50.333333333333336,7.505553499465135,1755,4,2180,NA,2,2,1,5,médio valor
5084,1906,8,34,19,20.333333333333332,13.051181300301263,1520,35,9814.92,NA,2,2,1,5,médio valor
5085,1906,58,8,64,43.333333333333336,30.74627348693388,1776,4,6411,NA,2,2,1,5,médio valor
5089,1904,252,333,58,214.33333333333334,141.3164298067756,918,12,5680.1,NA,1,2,1,4,baixo valor
5090,1904,252,391,70,237.66666666666666,160.97929473486127,918,12,3581.1,NA,1,2,1,4,baixo valor
5091,1904,252,333,58,214.33333333333334,141.3164298067756,918,12,4004.17,NA,1,2,1,4,baixo valor
5095,1902,4,3,6,4.333333333333333,1.5275252316519468,1773,11,5915.5999999999995,NA,2,2,1,5,médio valor
5097,1898,40,14,30,28,13.114877048604,162,122,278859.88,NA,3,1,2,6,médio valor
5099,1898,27,35,35,32.333333333333336,4.618802153517006,1582,9,2235,NA,2,2,1,5,médio valor
5100,1898,2,7,14,7.666666666666667,6.027713773341708,504,18,12060.5,NA,3,2,1,6,médio valor
5101,1898,23,6,6,11.666666666666666,9.814954576223638,1665,27,6885.5,NA,2,2,1,5,médio valor
5104,1897,3,1,29,11,15.620499351813308,1864,4,4686,NA,2,2,1,5,médio valor
5107,1897,609,14,27,216.66666666666666,339.83280202672216,946,38,13733.2,NA,1,2,1,4,baixo valor
5108,1897,1,1,4,2,1.7320508075688772,0,241,282377.66,5,3,3,2,8,alto valor
5114,1850,43,28,27,32.666666666666664,8.962886439832502,7,12,11223.48,33,3,2,1,6,médio valor
5115,1881,7,21,7,11.666666666666666,8.082903768654761,1846,4,1366,NA,2,2,1,5,médio valor
5116,1895,55,42,32,43,11.532562594670797,1756,5,884.45,NA,2,2,1,5,médio valor
5118,1888,35,25,2,20.666666666666668,16.921386861996073,1569,11,4200.44,NA,2,2,1,5,médio valor
5119,1896,204,257,19,160,124.95199078045935,1408,5,2751.8,NA,1,2,1,4,baixo valor
5120,1895,102,20,11,44.333333333333336,50.14312847572769,1699,6,514.8,NA,2,2,1,5,médio valor
5126,1892,295,27,19,113.66666666666667,157.09020763030819,931,17,6502.33,NA,1,2,1,4,baixo valor
5128,1890,7,7,41,18.333333333333332,19.629909152447276,36,52,45458.71,70,3,2,1,6,médio valor
5129,1890,3,74,19,32,37.242448899072144,632,58,17571.35,NA,1,1,1,3,baixo valor
5130,1889,46,49,56,50.333333333333336,5.131601439446884,1580,9,1402,NA,2,2,1,5,médio valor
5133,1889,8,295,1567,623.3333333333334,829.7423294814682,0,6,2425.4,6,3,2,1,6,médio valor
5134,1889,49,42,145,78.66666666666667,57.55287424041769,1008,26,15374.48,1023,1,2,1,4,baixo valor
5138,1882,7,56,27,30,24.63736998950984,1,79,94896.35,20,3,1,1,5,médio valor
5141,1884,1,12,7,6.666666666666667,5.507570547286102,1505,25,20074.35,NA,2,2,1,5,médio valor
5145,1882,1,227,104,110.66666666666667,113.14739649383601,446,45,26354.63,NA,3,2,1,6,médio valor
5146,1883,99,14,931,348,506.6783989869708,833,5,1085.6,NA,1,2,1,4,baixo valor
5147,1882,23,22,47,30.666666666666668,14.153915830374764,1742,6,2268.95,NA,2,2,1,5,médio valor
5150,1881,132,530,297,319.6666666666667,199.9658304144319,78,12,1578.35,121,3,2,1,6,médio valor
5152,1870,14,6,14,11.333333333333334,4.618802153517006,427,151,68919.21,NA,3,1,1,5,médio valor
5153,1878,7,7,7,7,0,1710,25,15259.23,NA,2,2,1,5,médio valor
5154,1878,127,29,4,53.333333333333336,65.01025560119983,881,16,64364.54,NA,1,2,1,4,baixo valor
5155,1878,29,26,434,163,234.69767787517625,1358,6,7530.39,NA,1,2,1,4,baixo valor
5158,1877,126,216,208,183.33333333333334,49.81298358192705,1233,7,1123.98,NA,1,2,1,4,baixo valor
5159,1877,14,14,28,18.666666666666668,8.082903768654761,554,38,11317.19,NA,3,2,1,6,médio valor
5161,1876,41,58,222,107,99.95498987044118,1555,4,1068,NA,2,2,1,5,médio valor
5168,1871,21,30,68,39.666666666666664,24.94660965609021,824,26,8383.49,NA,1,2,1,4,baixo valor
5172,1854,13,22,301,112,163.74064858794227,1086,19,4554.21,NA,1,2,1,4,baixo valor
5176,1870,119,420,530,356.3333333333333,212.76826204425635,555,6,1620.75,NA,3,2,1,6,médio valor
5180,1870,7,4,10,7,3,2,130,247431.78,4,3,1,2,6,médio valor
5181,1870,22,50,714,262,391.69375792830806,733,11,2609.79,NA,1,2,1,4,baixo valor
5182,1785,310,19,38,122.33333333333333,162.8015151444646,1223,8,6131.7,NA,1,2,1,4,baixo valor
5185,1869,76,105,49,76.66666666666667,28.005951748393294,147,15,5054.59,180,3,2,1,6,médio valor
5186,1868,324,1,57,127.33333333333333,172.6045576841276,887,17,3317.1,NA,1,2,1,4,baixo valor
5187,1834,85,145,122,117.33333333333333,30.2709982216202,49,18,13664.02,85,3,2,1,6,médio valor
5190,1867,1,20,14,11.666666666666666,9.71253485622231,496,21,7415.76,NA,3,2,1,6,médio valor
5192,1868,5,7,10,7.333333333333333,2.516611478423583,1758,16,7280.66,NA,2,2,1,5,médio valor
5194,1864,350,150,105,201.66666666666666,130.41600106326422,167,11,6924.09,NA,3,2,1,6,médio valor
5196,1855,17,5,16,12.666666666666666,6.658328118479393,1798,6,1398.8899999999999,NA,2,2,1,5,médio valor
5199,1849,14,7,12,11,3.605551275463989,1,15,6307.29,21,3,2,1,6,médio valor
5200,1862,54,35,36,41.666666666666664,10.692676621563626,2,102,46478.61,NA,3,1,1,5,médio valor
5204,1860,18,10,50,26,21.166010488516726,453,11,13060.08,NA,3,2,1,6,médio valor
5206,1835,21,16,13,16.666666666666668,4.041451884327381,868,24,30463.5,NA,1,2,1,4,baixo valor
5214,1853,49,295,22,122,150.42938542718306,49,11,22630,NA,3,2,1,6,médio valor
5216,1336,26,20,2,16,12.489995996796797,43,83,38124.57,NA,3,1,1,5,médio valor
5220,1819,1016,134,54,401.3333333333333,533.8176967217679,504,6,4093.84,NA,3,2,1,6,médio valor
