CODCLI,dcadastro_dias,d1,d2,d3,dmedia,ddesvio,r,f,v,ultcompjanela,clr,clf,clv,rfv,cluster
4398,2317,1622,176,111,636.333333333333,854.2308431175576,184,22,4194.62,2023-07-31,3,2,1,6,mid value costumers
4399,2315,77,29,13,39.6666666666667,33.30665599145812,2141,9,3581.79,2018-03-22,2,2,1,5,mid value costumers
4401,2317,51,10,22,27.6666666666667,21.07921567168317,1701,19,3165.72,2019-06-05,2,2,1,5,mid value costumers
4402,2316,42,237,807,362,397.52358420601917,882,9,3315.34,2021-09-01,1,2,1,4,low value costumers
4403,2311,28,56,38,40.6666666666667,14.189197769195175,2120,9,6769.46,2018-04-12,2,2,1,5,mid value costumers
4404,2312,22,30,21,24.3333333333333,4.932882862316247,19,68,13325.85,2024-01-12,3,1,1,5,mid value costumers
4407,2315,11,1,5,5.66666666666667,5.033222956847166,1997,43,18952.55,2018-08-13,2,2,1,5,mid value costumers
4408,2312,56,52,56,54.6666666666667,2.309401076758503,2148,4,1860.63,2018-03-15,2,2,1,5,mid value costumers
4409,2256,35,122,14,57,57.262553208881634,2085,4,1171.8899999999999,2018-05-17,2,2,1,5,mid value costumers
4410,2312,42,58,47,49,8.18535277187245,574,7,2093.26,2022-07-06,1,2,1,4,low value costumers
4411,2297,63,56,66,61.6666666666667,5.131601439446884,2085,5,2812.49,2018-05-17,2,2,1,5,mid value costumers
4417,2311,71,141,33,81.6666666666667,54.78442601080469,1623,27,6276.51,2019-08-22,2,2,1,5,mid value costumers
4419,2309,386,42,4,144,210.43763921884317,21,137,66894.23,2024-01-10,3,1,1,5,mid value costumers
4421,2310,7,5,22,11.3333333333333,9.291573243177568,2241,5,1429,2017-12-12,2,2,1,5,mid value costumers
4423,2310,8,14,14,12,3.4641016151377544,2217,9,3403.01,2018-01-05,2,2,1,5,mid value costumers
4425,2309,11,45,12,22.6666666666667,19.347695814575268,1,28,49817.38,2024-01-30,3,2,1,6,mid value costumers
4429,2309,27,70,21,39.3333333333333,26.727015047201462,2176,5,5491.5,2018-02-15,2,2,1,5,mid value costumers
4432,2295,58,56,36,50,12.165525060596439,2126,5,994.2,2018-04-06,2,2,1,5,mid value costumers
4436,2305,120,68,1,63,59.65735495309862,2073,5,1362.73,2018-05-29,2,2,1,5,mid value costumers
4437,2297,13,14,14,13.6666666666667,0.5773502691896257,1870,25,5655.83,2018-12-18,2,2,1,5,mid value costumers
4440,2304,95,130,28,84.3333333333333,51.829849829353485,743,24,4930.98,2022-01-18,1,2,1,4,low value costumers
4442,2303,16,16,53,28.3333333333333,21.361959960016154,2161,7,6064.1,2018-03-02,2,2,1,5,mid value costumers
4447,2270,78,92,35,68.3333333333333,29.70409623828561,1939,6,15106.3,2018-10-10,2,2,1,5,mid value costumers
4448,2303,100,133,2,78.3333333333333,68.13467056743822,1713,8,3195.76,2019-05-24,2,2,1,5,mid value costumers
4449,2303,237,77,253,189,97.32420048477151,1652,5,836.76,2019-07-24,2,2,1,5,mid value costumers
4450,2301,34,1,12,15.6666666666667,16.802777548171413,191,18,12035.52,2023-07-24,3,2,1,6,mid value costumers
4452,2301,33,62,98,64.3333333333333,32.562759915789286,1913,10,2547.31,2018-11-05,2,2,1,5,mid value costumers
4456,2297,383,42,42,155.666666666667,196.8764417936624,1143,23,36091.7,2020-12-14,1,2,1,4,low value costumers
4457,2296,13,1,532,182,303.16827010754275,421,60,127234.96,2022-12-06,3,1,2,6,mid value costumers
4458,2294,4,3,7,4.66666666666667,2.0816659994661326,359,69,22505.22,2023-02-06,3,1,1,5,mid value costumers
4459,2296,21,33,6,20,13.527749258468683,317,86,22251.61,2023-03-20,3,1,1,5,mid value costumers
4463,2295,5,51,12,22.6666666666667,24.78574859336174,1666,45,10599.45,2019-07-10,2,2,1,5,mid value costumers
4465,2295,100,57,41,66,30.512292604784715,2029,5,849.72,2018-07-12,2,2,1,5,mid value costumers
4466,2295,37,2,26,21.6666666666667,17.897858344878397,26,48,34838.85,2024-01-05,3,2,1,6,mid value costumers
4467,2294,57,15,25,32.3333333333333,21.939310229205777,27,35,17470.67,2024-01-04,3,2,1,6,mid value costumers
4468,2291,4,1,7,4,3,2011,25,7700.98,2018-07-30,2,2,1,5,mid value costumers
4471,2291,307,8,27,114,167.4126637981727,1819,8,2023.88,2019-02-07,2,2,1,5,mid value costumers
4474,2290,140,8,2,50,78,2140,4,6119.5,2018-03-23,2,2,1,5,mid value costumers
4475,2233,145,163,252,186.666666666667,57.29165151514951,716,15,3651.44,2022-02-14,1,2,1,4,low value costumers
4477,2290,119,47,48,71.3333333333333,41.28357219685977,2004,9,2061.83,2018-08-06,2,2,1,5,mid value costumers
4479,2289,42,90,48,60,26.153393661244042,1,284,219993.55,2024-01-30,3,3,2,8,high value costumers
4483,2283,429,28,27,161.333333333333,231.80667232272097,1239,19,8125.87,2020-09-09,1,2,1,4,low value costumers
4486,2287,6,7,6,6.33333333333333,0.5773502691896257,1829,17,38202.8,2019-01-28,2,2,1,5,mid value costumers
4490,2284,20,16,5,13.6666666666667,7.767453465154029,2212,11,6315.34,2018-01-10,2,2,1,5,mid value costumers
4491,2276,16,29,5,16.6666666666667,12.013880860626733,12,110,59947.35,2024-01-19,3,1,1,5,mid value costumers
4492,2273,14,27,14,18.3333333333333,7.505553499465135,1920,16,6200.47,2018-10-29,2,2,1,5,mid value costumers
4495,2280,76,70,58,68,9.16515138991168,1995,6,3891.12,2018-08-15,2,2,1,5,mid value costumers
4496,2280,21,14,15,16.6666666666667,3.7859388972001824,1826,32,6963.110000000001,2019-01-31,2,2,1,5,mid value costumers
4497,2280,71,39,1,37,35.04283093587046,1414,5,3272.3,2020-03-18,1,2,1,4,low value costumers
4498,2277,7,19,7,11,6.928203230275509,2,142,82621.81999999999,2024-01-29,3,1,1,5,mid value costumers
4500,2277,6,7,6,6.33333333333333,0.5773502691896257,16,92,59380.29,2024-01-15,3,1,1,5,mid value costumers
4503,2266,37,53,48,46,8.18535277187245,273,52,47416.72,2023-05-03,3,2,1,6,mid value costumers
4505,2275,21,45,6,24,19.672315572906,2056,34,13720.630000000001,2018-06-15,2,2,1,5,mid value costumers
4507,2275,7,7,7,7,0,2123,19,6908.88,2018-04-09,2,2,1,5,mid value costumers
4508,2275,405,21,100,175.333333333333,202.78149159460617,1421,9,2186.45,2020-03-11,1,2,1,4,low value costumers
4510,2275,85,16,11,37.3333333333333,41.356176483487125,2147,6,1156.32,2018-03-16,2,2,1,5,mid value costumers
4512,2274,189,78,27,98,82.83115355951527,1428,20,20289.4,2020-03-04,1,2,1,4,low value costumers
4513,2263,217,377,20,204.666666666667,178.81927562020078,1324,15,4891.43,2020-06-16,1,2,1,4,low value costumers
4515,2273,11,3,141,51.6666666666667,77.4682730757136,22,289,202115.29,2024-01-09,3,3,2,8,high value costumers
4518,2270,112,18,6,45.3333333333333,58.045958802773974,1622,72,23697.23,2019-08-23,2,1,1,4,low value costumers
4519,2247,57,41,42,46.6666666666667,8.962886439832502,2107,4,2396.1,2018-04-25,2,2,1,5,mid value costumers
4521,2267,41,35,23,33,9.16515138991168,1744,32,21037.63,2019-04-23,2,2,1,5,mid value costumers
4522,2267,3,181,8,64,101.35580891098448,726,108,32577.84,2022-02-04,1,1,1,3,low value costumers
4524,2267,215,119,69,134.333333333333,74.19793348425098,1864,4,913.22,2018-12-24,2,2,1,5,mid value costumers
4528,2267,16,37,10,21,14.177446878757825,1923,13,3803.63,2018-10-26,2,2,1,5,mid value costumers
4529,2263,133,1,9,47.6666666666667,74.00900846068222,545,5,3923.15,2022-08-04,3,2,1,6,mid value costumers
4532,2262,21,6,13,13.3333333333333,7.505553499465135,2163,10,3003.64,2018-02-28,2,2,1,5,mid value costumers
4534,2255,3,42,9,18,21,1787,31,29348.8,2019-03-11,2,2,1,5,mid value costumers
4535,2261,21,64,78,54.3333333333333,29.70409623828561,1876,9,1895.8,2018-12-12,2,2,1,5,mid value costumers
4538,2142,28,22,14,21.3333333333333,7.023769168568493,202,30,28434.11,2023-07-13,3,2,1,6,mid value costumers
4539,2259,10,1,6,5.66666666666667,4.509249752822894,5,210,112901.03,2024-01-26,3,3,2,8,high value costumers
4540,2256,7,4,2,4.33333333333333,2.516611478423583,16,116,46772.93,2024-01-15,3,1,1,5,mid value costumers
4541,2259,84,2,41,42.3333333333333,41.01625693957621,1624,14,4183.41,2019-08-21,2,2,1,5,mid value costumers
4543,2255,12,1,534,182.333333333333,304.6019260171106,827,93,26886.81,2021-10-26,1,1,1,3,low value costumers
4544,2255,63,20,22,35,24.269322199023193,1954,12,2324.94,2018-09-25,2,2,1,5,mid value costumers
4545,2255,14,7,14,11.6666666666667,4.041451884327381,1737,67,21398.13,2019-04-30,2,1,1,4,low value costumers
4546,2255,79,36,26,47,28.160255680657446,1118,49,42766.24,2021-01-08,1,2,1,4,low value costumers
4549,2247,253,61,59,124.333333333333,111.43308904151107,1085,8,1139.4,2021-02-10,1,2,1,4,low value costumers
4551,2253,23,25,38,28.6666666666667,8.144527815247077,910,35,7179,2021-08-04,1,2,1,4,low value costumers
4552,2253,7,11,20,12.6666666666667,6.658328118479393,2,549,264140.4,2024-01-29,3,0,2,5,mid value costumers
4555,2253,2,3,8,4.33333333333333,3.2145502536643185,0,154,89018.16,2024-01-31,3,1,1,5,mid value costumers
4556,2247,611,19,15,215,342.9518916699542,1175,27,11650.39,2020-11-12,1,2,1,4,low value costumers
4559,2248,7,7,7,7,0,1,53,24241.03,2024-01-30,3,2,1,6,mid value costumers
4561,2247,5,8,1226,413,704.0802511077839,470,31,30449.95,2022-10-18,3,2,1,6,mid value costumers
4563,2247,7,4,8,6.33333333333333,2.0816659994661326,2165,17,3573.24,2018-02-26,2,2,1,5,mid value costumers
4567,2240,91,55,7,51,42.14261501141095,1898,10,8865.1,2018-11-20,2,2,1,5,mid value costumers
4568,2149,16,36,17,23,11.269427669584644,1875,20,6050.93,2018-12-13,2,2,1,5,mid value costumers
4571,2239,7,8,6,7,1,7,45,16631.98,2024-01-24,3,2,1,6,mid value costumers
4573,2239,328,290,46,221.333333333333,153.02723069223114,1295,7,1498.17,2020-07-15,1,2,1,4,low value costumers
4575,2238,103,167,66,112,51.09794516416487,2,33,7547.22,2024-01-29,3,2,1,6,mid value costumers
4576,2238,2,5,1,2.66666666666667,2.0816659994661326,1932,36,43411.24,2018-10-17,2,2,1,5,mid value costumers
4577,2238,69,84,91,81.3333333333333,11.239810200058244,1605,9,2748.98,2019-09-09,2,2,1,5,mid value costumers
4579,2204,126,42,22,63.3333333333333,55.18453889753301,2014,4,862.74,2018-07-27,2,2,1,5,mid value costumers
4581,2234,6,14,13,11,4.358898943540674,1415,87,20572.98,2020-03-17,1,1,1,3,low value costumers
4583,2232,98,204,41,114.333333333333,82.71839779234928,1889,4,582.5,2018-11-29,2,2,1,5,mid value costumers
4587,2231,13,6,7,8.66666666666667,3.7859388972001824,2205,4,2877,2018-01-17,2,2,1,5,mid value costumers
4588,2231,1,41,112,51.3333333333333,56.21684207898318,1350,11,31221.2,2020-05-21,1,2,1,4,low value costumers
4589,2228,58,21,19,32.6666666666667,21.96208854670551,5,33,17692.05,2024-01-26,3,2,1,6,mid value costumers
4591,2227,50,819,6,291.666666666667,457.21366267133067,0,70,26782.58,2024-01-31,3,1,1,5,mid value costumers
4594,2224,1,4,3,2.66666666666667,1.5275252316519468,1,791,1060446.52,2024-01-30,3,0,0,3,low value costumers
4595,2225,13,22,12,15.6666666666667,5.507570547286102,2080,8,4928.77,2018-05-22,2,2,1,5,mid value costumers
4596,2225,19,35,52,35.3333333333333,16.502525059315417,1184,37,18912.65,2020-11-03,1,2,1,4,low value costumers
4598,2225,29,27,147,67.6666666666667,68.71195917257296,1510,15,5444.38,2019-12-13,2,2,1,5,mid value costumers
4599,2224,7,103,50,53.3333333333333,48.08672720547047,14,53,20264.43,2024-01-17,3,2,1,6,mid value costumers
4603,2219,20,33,18,23.6666666666667,8.144527815247077,1947,12,4337.64,2018-10-02,2,2,1,5,mid value costumers
4605,2214,42,40,24,35.3333333333333,9.865765724632494,2108,4,750,2018-04-24,2,2,1,5,mid value costumers
4606,2211,46,32,31,36.3333333333333,8.386497083606082,29,83,114561.24,2024-01-02,3,1,2,6,mid value costumers
4607,2192,26,15,15,18.6666666666667,6.3508529610858835,1780,26,9029.57,2019-03-18,2,2,1,5,mid value costumers
4610,2206,6,67,24,32.3333333333333,31.342197327777345,1861,10,2441.2,2018-12-27,2,2,1,5,mid value costumers
4611,2207,178,60,36,91.3333333333333,76.00877142365434,1245,7,9620,2020-09-03,1,2,1,4,low value costumers
4612,2206,43,1204,62,436.333333333333,664.8867071413996,652,6,1303.2,2022-04-19,1,2,1,4,low value costumers
4614,2206,23,11,2,12,10.535653752852738,62,557,883320.76,2023-11-30,3,0,0,3,low value costumers
4616,2205,4,1,1,2,1.7320508075688772,2052,15,30675.33,2018-06-19,2,2,1,5,mid value costumers
4619,2198,44,21,5,23.3333333333333,19.60442127004348,1973,26,18021.91,2018-09-06,2,2,1,5,mid value costumers
4620,2198,21,15,14,16.6666666666667,3.7859388972001824,229,26,14923.08,2023-06-16,3,2,1,6,mid value costumers
4621,2198,16,13,14,14.3333333333333,1.5275252316519468,1657,21,12492.57,2019-07-19,2,2,1,5,mid value costumers
4622,2198,37,29,36,34,4.358898943540674,1671,14,7307.2,2019-07-05,2,2,1,5,mid value costumers
4624,2196,28,18,63,36.3333333333333,23.629078131263043,19,76,83111.89,2024-01-12,3,1,1,5,mid value costumers
4626,2196,6,7,141,51.3333333333333,77.65522090196725,266,113,38022.86,2023-05-10,3,1,1,5,mid value costumers
4627,2193,21,35,14,23.3333333333333,10.692676621563626,1265,9,1749.3,2020-08-14,1,2,1,4,low value costumers
4628,2192,4,4,7,5,1.7320508075688772,1,321,111262.34,2024-01-30,3,3,2,8,high value costumers
4630,2190,402,138,12,184,199.02763627195094,1308,9,1960.5,2020-07-02,1,2,1,4,low value costumers
4633,2189,79,34,35,49.3333333333333,25.696951829610715,908,15,4283.19,2021-08-06,1,2,1,4,low value costumers
4634,2185,135,29,12,58.6666666666667,66.65083145267832,1763,17,3865.35,2019-04-04,2,2,1,5,mid value costumers
4635,2185,65,14,5,28,32.357379374726875,2064,5,1327.91,2018-06-07,2,2,1,5,mid value costumers
4637,2184,6,6,2,4.66666666666667,2.309401076758503,861,94,36570.61,2021-09-22,1,1,1,3,low value costumers
4639,2176,7,3,8,6,2.6457513110645907,1878,31,10584.36,2018-12-10,2,2,1,5,mid value costumers
4640,2184,75,57,105,79,24.24871130596428,1947,4,850.2,2018-10-02,2,2,1,5,mid value costumers
4643,2177,161,55,134,116.666666666667,55.08478313775351,71,32,8764.39,2023-11-21,3,2,1,6,mid value costumers
4645,2116,9,13,15,12.3333333333333,3.0550504633038935,1407,81,28106.39,2020-03-25,1,1,1,3,low value costumers
4646,670,87,20,37,48,34.828149534535996,180,17,3555.14,2023-08-04,3,2,1,6,mid value costumers
4648,2171,56,19,24,33,20.074859899884732,2010,10,1598.77,2018-07-31,2,2,1,5,mid value costumers
4649,2170,30,25,8,21,11.532562594670797,2015,5,771.2,2018-07-26,2,2,1,5,mid value costumers
4651,2168,5,15,18,12.6666666666667,6.8068592855540455,2,121,160958.31,2024-01-29,3,1,2,6,mid value costumers
4654,2165,137,36,29,67.3333333333333,60.43453758682475,1549,14,3122.35,2019-11-04,2,2,1,5,mid value costumers
4657,2163,242,21,29,97.3333333333333,125.3488465576502,1535,17,2993.64,2019-11-18,2,2,1,5,mid value costumers
4658,2162,10,112,245,122.333333333333,117.84028739498785,1413,10,12664.82,2020-03-19,1,2,1,4,low value costumers
4659,2158,55,61,44,53.3333333333333,8.621678104251709,1737,12,2666.53,2019-04-30,2,2,1,5,mid value costumers
4662,2154,50,14,40,34.6666666666667,18.583146486355137,20,12,16514.69,2024-01-11,3,2,1,6,mid value costumers
4665,2151,9,12,15,12,3,1679,33,12537.34,2019-06-27,2,2,1,5,mid value costumers
4666,2151,18,21,24,21,3,1860,12,1812.34,2018-12-28,2,2,1,5,mid value costumers
4668,2151,7,5,2,4.66666666666667,2.516611478423583,2,176,45497.8,2024-01-29,3,1,1,5,mid value costumers
4669,2151,7,7,12,8.66666666666667,2.886751345948129,2,194,55602.45,2024-01-29,3,3,1,7,high value costumers
4674,2149,28,110,21,53,49.48737212663449,714,38,30533.5,2022-02-16,1,2,1,4,low value costumers
4676,2142,13,129,425,189,212.45234759823202,826,19,5430.9,2021-10-27,1,2,1,4,low value costumers
4677,2142,14,7,21,14,7,1785,21,9387.09,2019-03-13,2,2,1,5,mid value costumers
4678,2142,22,17,19,19.3333333333333,2.516611478423583,2084,4,1372.1,2018-05-18,2,2,1,5,mid value costumers
4679,2142,35,24,20,26.3333333333333,7.767453465154029,6,115,47688.58,2024-01-25,3,1,1,5,mid value costumers
4680,2141,7,90,34,43.6666666666667,42.335957923889396,1290,17,4002.08,2020-07-20,1,2,1,4,low value costumers
4681,2137,67,42,35,48,16.822603841260722,1163,38,48804.64,2020-11-24,1,2,1,4,low value costumers
4684,2129,73,89,57,73,16,1629,15,2775.05,2019-08-16,2,2,1,5,mid value costumers
4686,2136,50,11,14,25,21.702534414210707,1730,20,6116.07,2019-05-07,2,2,1,5,mid value costumers
4687,2135,150,13,27,63.3333333333333,75.38125319556138,215,68,63786.47,2023-06-30,3,1,1,5,mid value costumers
4690,2127,14,7,7,9.33333333333333,4.041451884327381,2099,4,1424.23,2018-05-03,2,2,1,5,mid value costumers
4691,2130,97,99,91,95.6666666666667,4.163331998932265,1843,4,637.59,2019-01-14,2,2,1,5,mid value costumers
4692,2115,1,1,1,1,0,2091,6,2005.28,2018-05-11,2,2,1,5,mid value costumers
4693,2129,49,7,14,23.3333333333333,22.501851775650227,2059,4,680.3,2018-06-12,2,2,1,5,mid value costumers
4694,2129,12,66,15,31,30.347981810987037,1967,10,2883.39,2018-09-12,2,2,1,5,mid value costumers
4697,2127,39,30,14,27.6666666666667,12.662279942148386,2001,9,2532.57,2018-08-09,2,2,1,5,mid value costumers
4699,2126,20,7,5,10.6666666666667,8.144527815247077,366,68,14662.89,2023-01-30,3,1,1,5,mid value costumers
4700,824,10,6,41,19,19.157244060668017,12,41,16380.6,2024-01-19,3,2,1,6,mid value costumers
4702,2123,18,44,33,31.6666666666667,13.051181300301263,205,83,22480.79,2023-07-10,3,1,1,5,mid value costumers
4703,2122,19,70,16,35,30.347981810987037,1521,19,9941.25,2019-12-02,2,2,1,5,mid value costumers
4706,2099,17,5,14,12,6.244997998398398,727,64,18437.89,2022-02-03,1,1,1,3,low value costumers
4710,2112,91,42,10,47.6666666666667,40.796241656963126,1234,41,18025.04,2020-09-14,1,2,1,4,low value costumers
4711,2116,1,1,2,1.33333333333333,0.5773502691896257,390,40,11222.82,2023-01-06,3,2,1,6,mid value costumers
4714,2112,18,21,14,17.6666666666667,3.5118845842842465,2038,5,3238.46,2018-07-03,2,2,1,5,mid value costumers
4715,2105,917,171,13,367,482.8208777590298,331,31,33773.47,2023-03-06,3,2,1,6,mid value costumers
4716,2113,9,6,13,9.33333333333333,3.5118845842842465,1820,28,6131.9800000000005,2019-02-06,2,2,1,5,mid value costumers
4718,2105,165,23,183,123.666666666667,87.64321612842224,1072,21,58166.45,2021-02-23,1,2,1,4,low value costumers
4724,2107,8,14,13,11.6666666666667,3.2145502536643185,21,97,20767.38,2024-01-10,3,1,1,5,mid value costumers
4725,2106,104,91,63,86,20.952326839756964,1218,12,20287.16,2020-09-30,1,2,1,4,low value costumers
4726,2105,5,1,7,4.33333333333333,3.0550504633038935,1422,66,13143.11,2020-03-10,1,1,1,3,low value costumers
4728,2015,49,10,7,22,23.430749027719962,1035,34,11710.83,2021-04-01,1,2,1,4,low value costumers
4730,2102,35,18,4,19,15.524174696260024,26,17,5893.3099999999995,2024-01-05,3,2,1,6,mid value costumers
4731,2101,9,22,18,16.3333333333333,6.658328118479393,1902,9,3378.21,2018-11-16,2,2,1,5,mid value costumers
4732,2102,14,8,13,11.6666666666667,3.2145502536643185,1,165,76016.19,2024-01-30,3,1,1,5,mid value costumers
4733,2098,1,7,7,5,3.4641016151377544,1069,168,128207.75,2021-02-26,1,1,2,4,low value costumers
4734,2099,25,44,30,33,9.848857801796104,848,40,14066.45,2021-10-05,1,2,1,4,low value costumers
4735,2100,11,32,30,24.3333333333333,11.590225767142474,348,28,25597.62,2023-02-17,3,2,1,6,mid value costumers
4736,2099,2,23,14,13,10.535653752852738,1930,13,5412.0599999999995,2018-10-19,2,2,1,5,mid value costumers
4738,2098,33,35,44,37.3333333333333,5.8594652770823155,1941,5,3242.2,2018-10-08,2,2,1,5,mid value costumers
4740,2095,21,38,25,28,8.888194417315589,23,85,40550.59,2024-01-08,3,1,1,5,mid value costumers
4744,2081,283,384,56,241,167.98511838850487,1273,6,1480.05,2020-08-06,1,2,1,4,low value costumers
4745,1981,187,41,44,90.6666666666667,83.4405976328869,526,7,1481.75,2022-08-23,3,2,1,6,mid value costumers
4750,443,14,6,8,9.33333333333333,4.163331998932265,246,19,8886.37,2023-05-30,3,2,1,6,mid value costumers
4751,2066,26,1586,90,567.333333333333,882.7713935857536,364,4,1102.08,2023-02-01,3,2,1,6,mid value costumers
4753,2084,30,20,33,27.6666666666667,6.8068592855540455,1511,34,8460.45,2019-12-12,2,2,1,5,mid value costumers
4756,2084,18,10,12,13.3333333333333,4.163331998932265,1674,54,32201.29,2019-07-02,2,2,1,5,mid value costumers
4757,2084,4,38,14,18.6666666666667,17.473789896108208,1979,7,2137.23,2018-08-31,2,2,1,5,mid value costumers
4758,2084,125,57,34,72,47.31807265728392,1827,5,2655,2019-01-30,2,2,1,5,mid value costumers
